qid,test_id,source_file,type,question_text,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
18,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,Which graph best models y ≤ 2 7 x - 2 ?,2,0.19339817325392733,2.9380556234630557,0:0.1024|1:0.1024|2:0.1934|3:0.1024|4:0.1024|5:0.1895|6:0.1026|7:0.1047
19,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,Which inequality represents all the solutions of 9 ( 4 x - 8 ) 4 ( 6 x + 9 ) ?,5,0.19058277132787255,2.972880106027622,0:0.1126|1:0.1126|2:0.1130|3:0.1126|4:0.1126|5:0.1906|6:0.1129|7:0.1331
20,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,"A total of 243 adults and children are at a movie theater. There are 109 more adults than children in the theater. If a represents the number of adults and b represents the number of children, which system of equations could be used to find the number of adults and the number of children in the theater?",6,0.34729861371138626,2.761547491748103,0:0.0889|1:0.0889|2:0.0890|3:0.1009|4:0.0889|5:0.0897|6:0.3473|7:0.1066
21,math_algebra1_2014,math-algebra1-2014.js,multiple-select,"A system of inequalities is shown. y > 1 2 x + 1 y + 3 x ≤ 6 From the given points, select each point that is a solution to this system of inequalities.",7,0.22520149020428543,2.916313408517502,0:0.0977|1:0.0984|2:0.1041|3:0.1758|4:0.0987|5:0.0988|6:0.1013|7:0.2252
22,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,The graph of line n is shown. Which number is closest in value to the slope of line n?,7,0.18328332656127388,2.9187095298626593,0:0.0839|1:0.0839|2:0.1319|3:0.1599|4:0.0839|5:0.0906|6:0.1827|7:0.1833
23,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,"The formula shown can be used to find A, the amount of money Raul has in his savings account. A = P + P r t Raul wants to find r, the rate of interest his money earns. Which equation is correctly solved for r?",5,0.1879561766910645,2.956054021035024,0:0.1144|1:0.1042|2:0.1042|3:0.1719|4:0.1042|5:0.1880|6:0.1085|7:0.1046
24,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,What are the real roots of x 2 - 7 x + 10 = 0 ?,2,0.14070455699451762,2.9965506986449357,0:0.1306|1:0.1192|2:0.1407|3:0.1184|4:0.1184|5:0.1184|6:0.1184|7:0.1360
25,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,A data set with an even number of data points is ordered from least to greatest. The middle two data points are represented by x₁ and x₂. This formula can be used to find the median of the data set. m = x 1 + x 2 2 Which shows this formula solved for x₁?,0,0.34001598061522575,2.7686265154648275,0:0.3400|1:0.0863|2:0.0876|3:0.1017|4:0.0863|5:0.0864|6:0.1246|7:0.0871
26,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,"Which equation represents the horizontal line passing through (7, 5)?",5,0.3721950071611906,2.7146179126804064,0:0.0889|1:0.0889|2:0.0889|3:0.0889|4:0.0889|5:0.3722|6:0.0943|7:0.0890
27,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,The graph of y = x 2 - 2 x - 8 is shown. What are the solutions to x 2 - 2 x - 8 = 0 ?,2,0.232947821323525,2.908079778618081,0:0.0972|1:0.0972|2:0.2329|3:0.1744|4:0.0976|5:0.0993|6:0.0974|7:0.1040
28,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,What value of p will make this equation true? 6 p + 4 6 = 4 p - 8 3,7,0.33919497022826883,2.7215626063385256,0:0.0792|1:0.0792|2:0.0792|3:0.0792|4:0.1831|5:0.0802|6:0.0809|7:0.3392
29,math_algebra1_2014,math-algebra1-2014.js,free-response,What is the slope of the line represented by this equation? 3 x + 5 y = - 7,5,0.28415210588779993,2.867445774142525,0:0.0971|1:0.0971|2:0.0971|3:0.1138|4:0.0971|5:0.2842|6:0.1166|7:0.0972
30,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,"The length, l, of a rectangle is 3 times its width. The perimeter of the rectangle is greater than 48 centimeters. Which inequality expresses all the possible lengths, in centimeters, of the rectangle?",3,0.21019669273983804,2.9586169892187595,0:0.1106|1:0.1106|2:0.1107|3:0.2102|4:0.1153|5:0.1118|6:0.1107|7:0.1201
31,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,"These box-and-whisker plots summarize the percent of the workforce employed in agriculture, industry, and service jobs in twenty towns. Which statement is NOT true?",4,0.3522838624220115,2.7544603028590524,0:0.0925|1:0.0925|2:0.0925|3:0.0925|4:0.3523|5:0.0925|6:0.0925|7:0.0925
32,math_algebra1_2014,math-algebra1-2014.js,multiple-select,"Using the ordered pairs shown, create a relation containing three ordered pairs with a domain of {-1, 2, 4}.",2,0.16606347705474928,2.9759665809826528,0:0.1157|1:0.1084|2:0.1661|3:0.1647|4:0.1096|5:0.1098|6:0.1171|7:0.1087
33,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,"This relation is an inverse variation. {(-1, 8), (4, -2), (-2, 4)} Which equation represents this relation?",5,0.23054870723428192,2.9160290990005198,0:0.1002|1:0.1002|2:0.1683|3:0.1002|4:0.1002|5:0.2305|6:0.1002|7:0.1004
34,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,Which equation represents the pattern shown in the table?,5,0.28129303858810734,2.8522931400464837,0:0.1064|1:0.0896|2:0.0896|3:0.1562|4:0.0896|5:0.2813|6:0.0976|7:0.0897
35,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,The graph of the equation representing a direct variation passes through point A. Locate one additional point that is on the graph of this equation.,5,0.27321881238037254,2.858727451092256,0:0.1010|1:0.0901|2:0.1652|3:0.0991|4:0.0901|5:0.2732|6:0.0902|7:0.0910
36,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,Look at the data in this table. Which equation most closely represents the line of best fit for this data?,5,0.2469734466397584,2.8105658473399147,0:0.2413|1:0.0853|2:0.0853|3:0.0853|4:0.0853|5:0.2470|6:0.0853|7:0.0853
37,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,What is the range of this relation?,2,0.19879404949086232,2.965639249599626,0:0.1351|1:0.1099|2:0.1988|3:0.1099|4:0.1153|5:0.1099|6:0.1099|7:0.1111
38,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,Katie recorded the number of miles she drove for each of 9 days. She drove a different number of miles each day. This box-and-whisker plot summarizes her information. Katie drove 30 miles on each of two additional days. She redrew the box-and-whisker plot to include this data. Which statement must be true?,6,0.18088289753908066,2.924926139513527,0:0.1745|1:0.0932|2:0.0932|3:0.0932|4:0.1786|5:0.0932|6:0.1809|7:0.0932
39,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,"Two relationships are described. Relationship S: Karen drove 160 miles in 4 hours, and then she drove 80 miles in 2 hours. Relationship T: Vernon cooked 6 hamburgers in 10 minutes, and then he cooked 9 hamburgers in 15 minutes. Which statement is true about these relationships?",4,0.20912450764216328,2.9542358270487354,0:0.1378|1:0.1037|2:0.1038|3:0.1136|4:0.2091|5:0.1076|6:0.1203|7:0.1041
40,math_algebra1_2014,math-algebra1-2014.js,point-select,Identify the y-intercept of the relation shown.,2,0.1980538129669298,2.9479244296196443,0:0.1021|1:0.1087|2:0.1981|3:0.1705|4:0.1145|5:0.1021|6:0.1021|7:0.1021
41,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,What is f(-8) for the function f? f ( x ) = 11 ( x - 24 ) 2,2,0.4081991689911948,2.63694016936205,0:0.0845|1:0.0845|2:0.4082|3:0.0845|4:0.0845|5:0.0845|6:0.0845|7:0.0845
42,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,"The number of complaints a company received at the end of each of six weeks is shown in this table. Based on the line of best fit, how many complaints should the company expect at the end of week 8?",6,0.17212685800303387,2.977789035678586,0:0.1224|1:0.1049|2:0.1054|3:0.1363|4:0.1115|5:0.1423|6:0.1721|7:0.1050
43,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,The table shows the relationship between corresponding values of x and y. To determine the y-value —,0,0.2214774593288164,2.9447637382226795,0:0.2215|1:0.1046|2:0.1033|3:0.1031|4:0.1067|5:0.1268|6:0.1232|7:0.1107
44,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,Which relation is a function?,2,0.36968498395037863,2.719947870624354,0:0.0900|1:0.0900|2:0.3697|3:0.0900|4:0.0900|5:0.0900|6:0.0900|7:0.0900
45,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,The manager of a company recorded the number of hours his employees worked during each of two weeks. The following statistics were calculated. • Week 1: The mean was 35 hours with a standard deviation of 1.5 hours. • Week 2: The mean was 40 hours with a standard deviation of 2.0 hours. The manager concluded that there was more variation in the number of hours worked for Week 2 than for Week 1. The manager's conclusion was —,6,0.16143341030176198,2.9844961803141135,0:0.1525|1:0.1111|2:0.1140|3:0.1136|4:0.1204|5:0.1152|6:0.1614|7:0.1116
46,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,Which graph appears to show a relation that is NOT a function?,2,0.4000319873538302,2.655292453425271,0:0.0857|1:0.0857|2:0.4000|3:0.0857|4:0.0857|5:0.0857|6:0.0857|7:0.0857
47,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,"A scientist dropped an object from a height of 200 feet. She recorded the height of the object in 0.5-second intervals. Her data is shown. Based on a quadratic model, which best approximates the height at 3 seconds?",3,0.21260736518587986,2.937358136783136,0:0.1633|1:0.1001|2:0.1012|3:0.2126|4:0.1013|5:0.1208|6:0.1008|7:0.1001
48,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,Look at function g. g ( x ) = 9 x 2 - 16 Which set contains only the zeros of function g?,2,0.33012895611725157,2.7695453569086723,0:0.1538|1:0.0850|2:0.3301|3:0.0850|4:0.0850|5:0.0850|6:0.0850|7:0.0909
49,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,Statistical information for a data set is given. • The mean is 18.1. • The z-score for 13.0 is -1.7. What is the standard deviation for this data set?,0,0.36742586047400383,2.724197692232635,0:0.3674|1:0.0898|2:0.0893|3:0.0893|4:0.0893|5:0.0893|6:0.0893|7:0.0964
50,math_algebra1_2014,math-algebra1-2014.js,multiple-choice,A representation of a function is shown. f ( x ) = - 4 x + 2 What are the x-intercept and the y-intercept of this function?,2,0.37499389407135897,2.704530085586825,0:0.0855|1:0.0855|2:0.3750|3:0.1119|4:0.0855|5:0.0855|6:0.0855|7:0.0855
1,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,"Which expression represents four less than half a number, n?",6,0.2270718058692419,2.8985137539902546,0:0.0985|1:0.1929|2:0.0947|3:0.0943|4:0.0943|5:0.0990|6:0.2271|7:0.0993
2,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Which of the following binomials is a factor of x 2 - x - 6 ?,5,0.15927812633280894,2.9842428639081042,0:0.1084|1:0.1207|2:0.1179|3:0.1084|4:0.1541|5:0.1593|6:0.1114|7:0.1198
3,math_algebra1_2015,math-algebra1-2015.js,multiple-select,Identify each expression that is in simplest radical form.,1,0.24391720441925646,2.92173460679897,0:0.1018|1:0.2439|2:0.1244|3:0.1044|4:0.1090|5:0.1018|6:0.1063|7:0.1084
4,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Which expression is equivalent to 1 6 ( 30 x - 24 y ) - 1 8 ( 32 x - 16 y ) ?,1,0.39778845226499165,2.66025968798023,0:0.0859|1:0.3978|2:0.0859|3:0.0859|4:0.0859|5:0.0859|6:0.0859|7:0.0867
5,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Which is equivalent to 48 3 in simplest form?,1,0.2701023542032165,2.890458064536574,0:0.1030|1:0.2701|2:0.1096|3:0.1030|4:0.1042|5:0.1030|6:0.1041|7:0.1030
6,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,What is the value of 128 in simplest radical form?,7,0.2701989061852978,2.8866617255672646,0:0.0989|1:0.1255|2:0.1079|3:0.0989|4:0.0989|5:0.0989|6:0.1006|7:0.2702
7,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Which polynomial is equivalent to this expression if n ≠ - 1 ? 3 + n - 2 n 2 1 + n,1,0.3471246359788031,2.7643267298680443,0:0.0933|1:0.3471|2:0.0933|3:0.0933|4:0.0933|5:0.0933|6:0.0933|7:0.0933
8,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Which is a factor of 2 n 2 - 5 n - 42 ?,4,0.13206165335778378,2.9992808666328403,0:0.1214|1:0.1254|2:0.1214|3:0.1276|4:0.1321|5:0.1214|6:0.1292|7:0.1214
9,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Which of the following is equivalent to a 12 b 2 a 3 b 6 ?,1,0.2740880689095943,2.870611280094886,0:0.0897|1:0.2741|2:0.0957|3:0.0897|4:0.1244|5:0.1368|6:0.0897|7:0.0998
10,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,What is the value of this expression when n = - 15 ? - 2 | n + 6 |,7,0.30096186116337514,2.750434824297832,0:0.0800|1:0.2189|2:0.0800|3:0.0800|4:0.0800|5:0.0800|6:0.0800|7:0.3010
11,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Which graph best represents the equation 4 x + 5 y = - 20 ?,5,0.3717677072314908,2.701983750187826,0:0.0830|1:0.0830|2:0.1301|3:0.0830|4:0.0830|5:0.3718|6:0.0830|7:0.0831
12,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,A formula to find the angle measures of an isosceles triangle is shown. 180 = 2 x + y Which equation can be used to find x ?,3,0.23112362191895594,2.9031530262627667,0:0.0974|1:0.0974|2:0.0974|3:0.2311|4:0.0974|5:0.1830|6:0.0985|7:0.0978
13,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,"Which equation represents the line that passes through the points ( - 4 , 4 ) and ( 8 , - 2 ) ?",5,0.33086539859524994,2.792979409649618,0:0.0959|1:0.0929|2:0.0929|3:0.0929|4:0.0929|5:0.3309|6:0.1078|7:0.0939
14,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,"For which system of inequalities is ( - 3 , 1 ) a solution?",7,0.3291700444620369,2.797303041861106,0:0.0955|1:0.0955|2:0.0955|3:0.0977|4:0.0955|5:0.0955|6:0.0955|7:0.3292
15,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,What is the solution to this system of equations? 2 x + 4 y = 22 7 x + y = 12,7,0.30516102063325384,2.8380587536244812,0:0.0985|1:0.0985|2:0.0985|3:0.1027|4:0.0985|5:0.0985|6:0.0998|7:0.3052
16,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,"What is 3,456 3 in simplest form?",1,0.1609887623203233,2.991397840257575,0:0.1168|1:0.1610|2:0.1289|3:0.1168|4:0.1205|5:0.1168|6:0.1209|7:0.1184
17,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,What value of x makes this equation true? 3 x - 20 = - 2 x,7,0.3568994860199425,2.6886079950990505,0:0.0772|1:0.0772|2:0.0772|3:0.0772|4:0.1789|5:0.0783|6:0.0772|7:0.3569
18,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Which equation best represents line m ?,5,0.3869744221886767,2.6837888966145105,0:0.0874|1:0.0874|2:0.0874|3:0.0874|4:0.0874|5:0.3870|6:0.0886|7:0.0874
19,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Christopher incorrectly solved an inequality. Between which two consecutive steps did Christopher make a mistake? Step 1: - 4 ( x - 7 ) + 1 ≤ - 3 Step 2: - 4 ( x - 7 ) ≤ - 4 Step 3: - 4 x + 28 ≤ - 4 Step 4: - 4 x ≤ - 32 Step 5: x ≤ 8,3,0.14116709703298014,2.9953052431219884,0:0.1180|1:0.1135|2:0.1142|3:0.1412|4:0.1390|5:0.1192|6:0.1243|7:0.1306
20,math_algebra1_2015,math-algebra1-2015.js,free-response,Solve for n : 3 n - 7 6 = 2 n + 5 3,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
21,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,What values of x are solutions of 3 x 2 + 11 x = 20 ?,0,0.1462615664310178,2.9957320604843245,0:0.1463|1:0.1199|2:0.1184|3:0.1157|4:0.1228|5:0.1325|6:0.1161|7:0.1283
22,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,The graph of line l is shown. Which number is closest in value to the slope of line l ?,7,0.18328332656127388,2.9187095298626593,0:0.0839|1:0.0839|2:0.1319|3:0.1599|4:0.0839|5:0.0906|6:0.1827|7:0.1833
23,math_algebra1_2015,math-algebra1-2015.js,free-response,"Based on the transitive property, complete this statement. If 2 ( y - 3 ) ≥ 3 x - 4 and 3 x - 4 ≥ 6 - y , then 2 ( y - 3 ) ≥ __?__",4,0.23992427478891856,2.927768505399219,0:0.1098|1:0.1034|2:0.1098|3:0.1034|4:0.2399|5:0.1137|6:0.1152|7:0.1046
24,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,This system of linear equations is graphed as shown. What is the solution to this system of equations? 3 x + y = 2 x + 3 y = - 18,7,0.23668802912997053,2.92203238289614,0:0.1021|1:0.1021|2:0.1056|3:0.1471|4:0.1021|5:0.1021|6:0.1021|7:0.2367
25,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Renee is going bowling. • The cost per game is $2.50. • Renee will need to rent a pair of bowling shoes for $1.50. • She can spend up to $16.00 to bowl and rent a pair of shoes. What is the maximum number of games that Renee can bowl?,6,0.19838150404935348,2.9690021324479865,0:0.1138|1:0.1138|2:0.1139|3:0.1183|4:0.1138|5:0.1144|6:0.1984|7:0.1138
26,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Malik can spend no more than $24 to buy pecans and cashews. He will pay $6 per pound for pecans and $8 per pound for cashews. Which graph best represents the number of pounds of pecans and the number of pounds of cashews Malik can buy?,6,0.27452362121346363,2.881931652942889,0:0.0999|1:0.0999|2:0.1215|3:0.0999|4:0.0999|5:0.1046|6:0.2745|7:0.0999
27,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,What is the quotient of ( 15 x 2 − 8 x − 12 ) and ( 3 x + 2 ) ? Assume the denominator does not equal zero.,1,0.20473060094745563,2.962974275986804,0:0.1094|1:0.2047|2:0.1188|3:0.1094|4:0.1094|5:0.1121|6:0.1214|7:0.1148
28,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Which graph has exactly one x-intercept and one y-intercept?,2,0.20385763665341156,2.9623628863950726,0:0.1238|1:0.1169|2:0.2039|3:0.1241|4:0.1068|5:0.1091|6:0.1079|7:0.1076
29,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,"Which equation best represents this data set? {(-4, -4.8), (-3, -8.2), (-2, -9.1), (-1, -8.1), (0, -4.7), (1, 0.3)}",5,0.27413534582721466,2.7269840616672636,0:0.2643|1:0.0762|2:0.0763|3:0.0762|4:0.0762|5:0.2741|6:0.0763|7:0.0803
30,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,A relationship between x and y is shown in this table. Which equation represents this relationship?,5,0.2573568045838936,2.8889756445098995,0:0.1398|1:0.0932|2:0.0933|3:0.1365|4:0.0932|5:0.2574|6:0.0933|7:0.0934
31,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,"Ms. Scott will pay $2,000 to have her house painted. The amount each painter earns, A, varies inversely for the number of painters, n, that will paint the house. Which equation best represents this situation?",5,0.2981533771074107,2.8128456384568583,0:0.0884|1:0.0884|2:0.0884|3:0.0884|4:0.0884|5:0.2982|6:0.1716|7:0.0884
32,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,The following graph shows a relation. Which of the following best describes the range of this relation?,2,0.20795940047283182,2.9397741644908777,0:0.1235|1:0.0967|2:0.2080|3:0.0932|4:0.1324|5:0.1545|6:0.0934|7:0.0983
33,math_algebra1_2015,math-algebra1-2015.js,drag-drop,"Each of these data sets has a mean of 20. Set 1: {18, 19, 20, 21, 22} Set 2: {20, 20, 20, 20, 20} Set 3: {16, 18, 20, 21, 25} Order the sets from greatest standard deviation to least standard deviation.",0,0.3191950718491353,2.814234201251373,0:0.3192|1:0.0980|2:0.0956|3:0.0956|4:0.0956|5:0.0956|6:0.0956|7:0.1049
34,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,A study was conducted to determine the number of cars that passed through two intersections each day for 20 days. The results are summarized in these box-and-whisker plots. Which statement is best supported by these data?,0,0.1883310964188361,2.913169009700014,0:0.1883|1:0.0897|2:0.0902|3:0.0897|4:0.1740|5:0.0952|6:0.1833|7:0.0897
35,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Which of these functions has exactly two different zeros?,3,0.15597868771621037,2.9918330924002703,0:0.1375|1:0.1155|2:0.1163|3:0.1560|4:0.1222|5:0.1155|6:0.1216|7:0.1155
36,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,In which table does y vary directly with x ?,0,0.1802847294338836,2.9772259073220573,0:0.1803|1:0.1103|2:0.1108|3:0.1103|4:0.1103|5:0.1288|6:0.1380|7:0.1111
37,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,"Which equation could represent a graph with x-intercepts of (4, 0) and (-7, 0)?",5,0.2592725163715502,2.863621677932441,0:0.0933|1:0.0884|2:0.1812|3:0.1111|4:0.0884|5:0.2593|6:0.0891|7:0.0893
38,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Which number is a zero of the function h ? h ( x ) = x 2 + 3 x - 18,2,0.28219243385822296,2.810706398805097,0:0.0818|1:0.1158|2:0.2822|3:0.0818|4:0.0818|5:0.0818|6:0.1928|7:0.0818
39,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Which of the following graphs appears to be a function?,2,0.3373709989644936,2.7758974205488265,0:0.0861|1:0.0894|2:0.3374|3:0.0861|4:0.1064|5:0.1172|6:0.0861|7:0.0913
40,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,"If f(x) = (x - 3)² + 1, what is f(6)?",0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
41,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,"Which number is NOT an element in the domain of this relation? {(-2, 3), (0, 4), (1, 1), (6, 0)}",6,0.21747630732693216,2.923094394462166,0:0.1002|1:0.1002|2:0.1785|3:0.1002|4:0.1011|5:0.1002|6:0.2175|7:0.1021
42,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,"{(-5, 9), (2, 31), (9, 143), (11, 151), (0, 42), (5, 97)} Using the equation line of best fit, which number is the best prediction of the output when the input is 13?",5,0.28818994032684875,2.829782459745129,0:0.0900|1:0.0900|2:0.0900|3:0.0900|4:0.0900|5:0.2882|6:0.1718|7:0.0900
