source_file,test_id,qid,type,clean_text,raw_text
math-algebra1-2014.js,math_algebra1_2014,38,multiple-choice,Katie recorded the number of miles she drove for each of 9 days. She drove a different number of miles each day. This box-and-whisker plot summarizes her information. Katie drove 30 miles on each of two additional days. She redrew the box-and-whisker plot to include this data. Which statement must be true?,"Katie recorded the number of miles she drove for each of 9 days. She drove a different number of miles each day. This box-and-whisker plot summarizes her information.<br><img src=""images/question_38.png"" class=""question-image"" alt=""Box plot of miles driven""><br>Katie drove 30 miles on each of two additional days. She redrew the box-and-whisker plot to include this data. Which statement must be true?"
math-algebra1-2014.js,math_algebra1_2014,39,multiple-choice,"Two relationships are described. Relationship S: Karen drove 160 miles in 4 hours, and then she drove 80 miles in 2 hours. Relationship T: Vernon cooked 6 hamburgers in 10 minutes, and then he cooked 9 hamburgers in 15 minutes. Which statement is true about these relationships?","Two relationships are described.<br><br>Relationship S: Karen drove 160 miles in 4 hours, and then she drove 80 miles in 2 hours.<br><br>Relationship T: Vernon cooked 6 hamburgers in 10 minutes, and then he cooked 9 hamburgers in 15 minutes.<br><br>Which statement is true about these relationships?"
math-algebra1-2014.js,math_algebra1_2014,40,point-select,Identify the y-intercept of the relation shown.,Identify the y-intercept of the relation shown.
math-algebra1-2014.js,math_algebra1_2014,41,multiple-choice,What is f(-8) for the function f? f ( x ) = 11 ( x - 24 ) 2,What is f(-8) for the function f?<br><br><math><mi>f</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mfrac><mrow><mn>11</mn><mo>(</mo><mi>x</mi><mo>-</mo><mn>24</mn><mo>)</mo></mrow><mn>2</mn></mfrac></math>
math-algebra1-2014.js,math_algebra1_2014,42,multiple-choice,"The number of complaints a company received at the end of each of six weeks is shown in this table. Based on the line of best fit, how many complaints should the company expect at the end of week 8?","The number of complaints a company received at the end of each of six weeks is shown in this table.<br><img src=""images/question_42.png"" class=""question-image"" alt=""Table of complaints by week""><br>Based on the line of best fit, how many complaints should the company expect at the end of week 8?"
math-algebra1-2014.js,math_algebra1_2014,43,multiple-choice,The table shows the relationship between corresponding values of x and y. To determine the y-value —,"The table shows the relationship between corresponding values of x and y.<br><img src=""images/question_43.png"" class=""question-image"" alt=""Table with x and y values""><br>To determine the y-value —"
math-algebra1-2014.js,math_algebra1_2014,44,multiple-choice,Which relation is a function?,Which relation is a function?
math-algebra1-2014.js,math_algebra1_2014,45,multiple-choice,The manager of a company recorded the number of hours his employees worked during each of two weeks. The following statistics were calculated. • Week 1: The mean was 35 hours with a standard deviation of 1.5 hours. • Week 2: The mean was 40 hours with a standard deviation of 2.0 hours. The manager concluded that there was more variation in the number of hours worked for Week 2 than for Week 1. The manager's conclusion was —,The manager of a company recorded the number of hours his employees worked during each of two weeks. The following statistics were calculated.<br><br>• Week 1: The mean was 35 hours with a standard deviation of 1.5 hours.<br>• Week 2: The mean was 40 hours with a standard deviation of 2.0 hours.<br><br>The manager concluded that there was more variation in the number of hours worked for Week 2 than for Week 1. The manager's conclusion was —
math-algebra1-2014.js,math_algebra1_2014,46,multiple-choice,Which graph appears to show a relation that is NOT a function?,Which graph appears to show a relation that is NOT a function?
math-algebra1-2014.js,math_algebra1_2014,47,multiple-choice,"A scientist dropped an object from a height of 200 feet. She recorded the height of the object in 0.5-second intervals. Her data is shown. Based on a quadratic model, which best approximates the height at 3 seconds?","A scientist dropped an object from a height of 200 feet. She recorded the height of the object in 0.5-second intervals. Her data is shown.<br><img src=""images/question_47.png"" class=""question-image"" alt=""Table of time vs height""><br>Based on a quadratic model, which best approximates the height at 3 seconds?"
math-algebra1-2014.js,math_algebra1_2014,48,multiple-choice,Look at function g. g ( x ) = 9 x 2 - 16 Which set contains only the zeros of function g?,Look at function g.<br><br><math><mi>g</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mn>9</mn><msup><mi>x</mi><mn>2</mn></msup><mo>-</mo><mn>16</mn></math><br><br>Which set contains only the zeros of function g?
math-algebra1-2014.js,math_algebra1_2014,49,multiple-choice,Statistical information for a data set is given. • The mean is 18.1. • The z-score for 13.0 is -1.7. What is the standard deviation for this data set?,Statistical information for a data set is given.<br><br>• The mean is 18.1.<br>• The z-score for 13.0 is -1.7.<br><br>What is the standard deviation for this data set?
math-algebra1-2014.js,math_algebra1_2014,50,multiple-choice,A representation of a function is shown. f ( x ) = - 4 x + 2 What are the x-intercept and the y-intercept of this function?,A representation of a function is shown.<br><br><math><mi>f</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mo>-</mo><mn>4</mn><mi>x</mi><mo>+</mo><mn>2</mn></math><br><br>What are the x-intercept and the y-intercept of this function?
math-algebra1-2015.js,math_algebra1_2015,1,multiple-choice,"Which expression represents four less than half a number, n?","Which expression represents four less than half a number, n?"
math-algebra1-2015.js,math_algebra1_2015,2,multiple-choice,Which of the following binomials is a factor of x 2 - x - 6 ?,Which of the following binomials is a factor of <math><msup><mi>x</mi><mn>2</mn></msup><mo>-</mo><mi>x</mi><mo>-</mo><mn>6</mn></math>?
math-algebra1-2015.js,math_algebra1_2015,3,multiple-select,Identify each expression that is in simplest radical form.,Identify each expression that is in simplest radical form.
math-algebra1-2015.js,math_algebra1_2015,4,multiple-choice,Which expression is equivalent to 1 6 ( 30 x - 24 y ) - 1 8 ( 32 x - 16 y ) ?,Which expression is equivalent to <math><mfrac><mn>1</mn><mn>6</mn></mfrac><mo>(</mo><mn>30</mn><mi>x</mi><mo>-</mo><mn>24</mn><mi>y</mi><mo>)</mo><mo>-</mo><mfrac><mn>1</mn><mn>8</mn></mfrac><mo>(</mo><mn>32</mn><mi>x</mi><mo>-</mo><mn>16</mn><mi>y</mi><mo>)</mo></math>?
math-algebra1-2015.js,math_algebra1_2015,5,multiple-choice,Which is equivalent to 48 3 in simplest form?,Which is equivalent to <math><mroot><mn>48</mn><mn>3</mn></mroot></math> in simplest form?
math-algebra1-2015.js,math_algebra1_2015,6,multiple-choice,What is the value of 128 in simplest radical form?,What is the value of <math><msqrt><mn>128</mn></msqrt></math> in simplest radical form?
math-algebra1-2015.js,math_algebra1_2015,7,multiple-choice,Which polynomial is equivalent to this expression if n ≠ - 1 ? 3 + n - 2 n 2 1 + n,Which polynomial is equivalent to this expression if <math><mi>n</mi><mo>≠</mo><mo>-</mo><mn>1</mn></math>?<br><br><math><mfrac><mrow><mn>3</mn><mo>+</mo><mi>n</mi><mo>-</mo><mn>2</mn><msup><mi>n</mi><mn>2</mn></msup></mrow><mrow><mn>1</mn><mo>+</mo><mi>n</mi></mrow></mfrac></math>
math-algebra1-2015.js,math_algebra1_2015,8,multiple-choice,Which is a factor of 2 n 2 - 5 n - 42 ?,Which is a factor of <math><mn>2</mn><msup><mi>n</mi><mn>2</mn></msup><mo>-</mo><mn>5</mn><mi>n</mi><mo>-</mo><mn>42</mn></math>?
math-algebra1-2015.js,math_algebra1_2015,9,multiple-choice,Which of the following is equivalent to a 12 b 2 a 3 b 6 ?,Which of the following is equivalent to <math><mfrac><mrow><msup><mi>a</mi><mn>12</mn></msup><msup><mi>b</mi><mn>2</mn></msup></mrow><mrow><msup><mi>a</mi><mn>3</mn></msup><msup><mi>b</mi><mn>6</mn></msup></mrow></mfrac></math>?
math-algebra1-2015.js,math_algebra1_2015,10,multiple-choice,What is the value of this expression when n = - 15 ? - 2 | n + 6 |,What is the value of this expression when <math><mi>n</mi><mo>=</mo><mo>-</mo><mn>15</mn></math>?<br><br><math><mo>-</mo><mn>2</mn><mo>|</mo><mi>n</mi><mo>+</mo><mn>6</mn><mo>|</mo></math>
math-algebra1-2015.js,math_algebra1_2015,11,multiple-choice,Which graph best represents the equation 4 x + 5 y = - 20 ?,Which graph best represents the equation <math><mn>4</mn><mi>x</mi><mo>+</mo><mn>5</mn><mi>y</mi><mo>=</mo><mo>-</mo><mn>20</mn></math>?
math-algebra1-2015.js,math_algebra1_2015,12,multiple-choice,A formula to find the angle measures of an isosceles triangle is shown. 180 = 2 x + y Which equation can be used to find x ?,A formula to find the angle measures of an isosceles triangle is shown.<br><br><math><mn>180</mn><mo>=</mo><mn>2</mn><mi>x</mi><mo>+</mo><mi>y</mi></math><br><br>Which equation can be used to find <math><mi>x</mi></math>?
math-algebra1-2015.js,math_algebra1_2015,13,multiple-choice,"Which equation represents the line that passes through the points ( - 4 , 4 ) and ( 8 , - 2 ) ?","Which equation represents the line that passes through the points <math><mo>(</mo><mo>-</mo><mn>4</mn><mo>,</mo><mn>4</mn><mo>)</mo></math> and <math><mo>(</mo><mn>8</mn><mo>,</mo><mo>-</mo><mn>2</mn><mo>)</mo></math>?"
math-algebra1-2015.js,math_algebra1_2015,14,multiple-choice,"For which system of inequalities is ( - 3 , 1 ) a solution?","For which system of inequalities is <math><mo>(</mo><mo>-</mo><mn>3</mn><mo>,</mo><mn>1</mn><mo>)</mo></math> a solution?"
math-algebra1-2015.js,math_algebra1_2015,15,multiple-choice,What is the solution to this system of equations? 2 x + 4 y = 22 7 x + y = 12,What is the solution to this system of equations?<br><br><math><mn>2</mn><mi>x</mi><mo>+</mo><mn>4</mn><mi>y</mi><mo>=</mo><mn>22</mn></math><br><math><mn>7</mn><mi>x</mi><mo>+</mo><mi>y</mi><mo>=</mo><mn>12</mn></math>
math-algebra1-2015.js,math_algebra1_2015,16,multiple-choice,"What is 3,456 3 in simplest form?","What is <math><mroot><mn>3,456</mn><mn>3</mn></mroot></math> in simplest form?"
math-algebra1-2015.js,math_algebra1_2015,17,multiple-choice,What value of x makes this equation true? 3 x - 20 = - 2 x,What value of <math><mi>x</mi></math> makes this equation true?<br><br><math><mn>3</mn><mi>x</mi><mo>-</mo><mn>20</mn><mo>=</mo><mo>-</mo><mn>2</mn><mi>x</mi></math>
math-algebra1-2015.js,math_algebra1_2015,18,multiple-choice,Which equation best represents line m ?,"Which equation best represents line <math><mi>m</mi></math>?<br><img src=""images/question_18.png"" class=""question-image"" alt=""Graph showing line m"">"
math-algebra1-2015.js,math_algebra1_2015,19,multiple-choice,Christopher incorrectly solved an inequality. Between which two consecutive steps did Christopher make a mistake? Step 1: - 4 ( x - 7 ) + 1 ≤ - 3 Step 2: - 4 ( x - 7 ) ≤ - 4 Step 3: - 4 x + 28 ≤ - 4 Step 4: - 4 x ≤ - 32 Step 5: x ≤ 8,Christopher incorrectly solved an inequality. Between which two consecutive steps did Christopher make a mistake?<br><br>Step 1: <math><mo>-</mo><mn>4</mn><mo>(</mo><mi>x</mi><mo>-</mo><mn>7</mn><mo>)</mo><mo>+</mo><mn>1</mn><mo>≤</mo><mo>-</mo><mn>3</mn></math><br>Step 2: <math><mo>-</mo><mn>4</mn><mo>(</mo><mi>x</mi><mo>-</mo><mn>7</mn><mo>)</mo><mo>≤</mo><mo>-</mo><mn>4</mn></math><br>Step 3: <math><mo>-</mo><mn>4</mn><mi>x</mi><mo>+</mo><mn>28</mn><mo>≤</mo><mo>-</mo><mn>4</mn></math><br>Step 4: <math><mo>-</mo><mn>4</mn><mi>x</mi><mo>≤</mo><mo>-</mo><mn>32</mn></math><br>Step 5: <math><mi>x</mi><mo>≤</mo><mn>8</mn></math>
math-algebra1-2015.js,math_algebra1_2015,20,free-response,Solve for n : 3 n - 7 6 = 2 n + 5 3,Solve for <math><mi>n</mi></math>:<br><br><math><mfrac><mrow><mn>3</mn><mi>n</mi><mo>-</mo><mn>7</mn></mrow><mn>6</mn></mfrac><mo>=</mo><mfrac><mrow><mn>2</mn><mi>n</mi><mo>+</mo><mn>5</mn></mrow><mn>3</mn></mfrac></math>
math-algebra1-2015.js,math_algebra1_2015,21,multiple-choice,What values of x are solutions of 3 x 2 + 11 x = 20 ?,What values of <math><mi>x</mi></math> are solutions of <math><mn>3</mn><msup><mi>x</mi><mn>2</mn></msup><mo>+</mo><mn>11</mn><mi>x</mi><mo>=</mo><mn>20</mn></math>?
math-algebra1-2015.js,math_algebra1_2015,22,multiple-choice,The graph of line l is shown. Which number is closest in value to the slope of line l ?,"The graph of line <math><mi>l</mi></math> is shown. Which number is closest in value to the slope of line <math><mi>l</mi></math>?<br><img src=""images/question_22.png"" class=""question-image"" alt=""Graph showing line l"">"
math-algebra1-2015.js,math_algebra1_2015,23,free-response,"Based on the transitive property, complete this statement. If 2 ( y - 3 ) ≥ 3 x - 4 and 3 x - 4 ≥ 6 - y , then 2 ( y - 3 ) ≥ __?__","Based on the transitive property, complete this statement.<br><br>If <math><mn>2</mn><mo>(</mo><mi>y</mi><mo>-</mo><mn>3</mn><mo>)</mo><mo>≥</mo><mn>3</mn><mi>x</mi><mo>-</mo><mn>4</mn></math> and <math><mn>3</mn><mi>x</mi><mo>-</mo><mn>4</mn><mo>≥</mo><mn>6</mn><mo>-</mo><mi>y</mi></math>, then <math><mn>2</mn><mo>(</mo><mi>y</mi><mo>-</mo><mn>3</mn><mo>)</mo><mo>≥</mo></math> __?__"
math-algebra1-2015.js,math_algebra1_2015,24,multiple-choice,This system of linear equations is graphed as shown. What is the solution to this system of equations? 3 x + y = 2 x + 3 y = - 18,"This system of linear equations is graphed as shown. What is the solution to this system of equations?<br><br><math><mn>3</mn><mi>x</mi><mo>+</mo><mi>y</mi><mo>=</mo><mn>2</mn></math><br><math><mi>x</mi><mo>+</mo><mn>3</mn><mi>y</mi><mo>=</mo><mo>-</mo><mn>18</mn></math><br><img src=""images/question_24.png"" class=""question-image"" alt=""Graph showing system of equations"">"
