source_file,test_id,qid,type,clean_text,raw_text
science-chemistry-2015.js,science_chemistry_2015,12,multiple-choice,Which of these is NOT required to ensure that stock solutions are free of contamination?,Which of these is NOT required to ensure that stock solutions are free of contamination?
science-chemistry-2015.js,science_chemistry_2015,13,multiple-choice,Which of these values is most responsible for changing the boiling and freezing points of a solvent?,Which of these values is most responsible for changing the boiling and freezing points of a solvent?
science-chemistry-2015.js,science_chemistry_2015,14,multiple-choice,What is the name of the compound with the formula NH₄NO₃?,What is the name of the compound with the formula NH₄NO₃?
science-chemistry-2015.js,science_chemistry_2015,15,free-response,Calculate the number of moles of Li₃PO₄ in 2.2 L of a 0.60 M Li₃PO₄ solution.,Calculate the number of moles of Li₃PO₄ in 2.2 L of a 0.60 M Li₃PO₄ solution.
science-chemistry-2015.js,science_chemistry_2015,16,multiple-choice,N₂ + 3F₂ ⇌ 2NF₃ Equilibrium has been reached for the reaction shown. Which conclusion is correct?,<center>N₂ + 3F₂ ⇌ 2NF₃</center><br>Equilibrium has been reached for the reaction shown. Which conclusion is correct?
science-chemistry-2015.js,science_chemistry_2015,17,multiple-choice,"If 89.6 joules of heat are needed to heat 20.0 grams of iron from 30.0°C to 40.0°C, what is the specific heat of the iron in J/(g·°C)?","If 89.6 joules of heat are needed to heat 20.0 grams of iron from 30.0°C to 40.0°C, what is the specific heat of the iron in J/(g·°C)?"
science-chemistry-2015.js,science_chemistry_2015,18,multiple-choice,Which of the four substances on this pH scale is slightly basic?,"<img src=""images/question_18.png"" class=""question-image""><br><br>Which of the four substances on this pH scale is slightly basic?"
science-chemistry-2015.js,science_chemistry_2015,19,multiple-choice,Which element will most likely form covalent bonds with fluorine?,Which element will most likely form covalent bonds with fluorine?
science-chemistry-2015.js,science_chemistry_2015,20,multiple-choice,The physical process of evaporation involves —,The physical process of evaporation involves —
science-chemistry-2015.js,science_chemistry_2015,21,multiple-choice,___C₂H₄ + ___O₂ → ___CO₂ + ___H₂O How many moles of O₂ are in the chemical equation when balanced using the lowest whole numbers?,<center>___C₂H₄ + ___O₂ → ___CO₂ + ___H₂O</center><br>How many moles of O₂ are in the chemical equation when balanced using the lowest whole numbers?
science-chemistry-2015.js,science_chemistry_2015,22,multiple-choice,"While English physicist J. J. Thomson was carrying out experiments on cathode rays, he was able to determine that the rays consisted of particles he called ""corpuscles."" These particles were later named —","<img src=""images/question_22.png"" class=""question-image""><br><br>While English physicist J. J. Thomson was carrying out experiments on cathode rays, he was able to determine that the rays consisted of particles he called ""corpuscles."" These particles were later named —"
science-chemistry-2015.js,science_chemistry_2015,23,multiple-choice,"In the Haber process, nitrogen (N₂) and hydrogen (H₂) are directly combined to form ammonia (NH₃). Which illustration contains the stoichiometric quantities of the reactants for this reaction?","In the Haber process, nitrogen (N₂) and hydrogen (H₂) are directly combined to form ammonia (NH₃). Which illustration contains the stoichiometric quantities of the reactants for this reaction?"
science-chemistry-2015.js,science_chemistry_2015,24,multiple-choice,"A beaker of water is placed in a large sealed jar that is attached to a vacuum pump. As air is pumped out of the jar, the water begins to boil because —","<img src=""images/question_24.png"" class=""question-image""><br><br>A beaker of water is placed in a large sealed jar that is attached to a vacuum pump. As air is pumped out of the jar, the water begins to boil because —"
science-chemistry-2015.js,science_chemistry_2015,25,multiple-select,"According to the periodic table of the elements, which elements belong to the same period?","According to the periodic table of the elements, which elements belong to the same period?"
science-chemistry-2015.js,science_chemistry_2015,26,multiple-choice,How many moles are in 2.04 × 10²⁴ molecules of H₂O?,How many moles are in 2.04 × 10²⁴ molecules of H₂O?
science-chemistry-2015.js,science_chemistry_2015,27,multiple-choice,What is the name for FeCl₃ using the IUPAC nomenclature rules?,What is the name for FeCl₃ using the IUPAC nomenclature rules?
science-chemistry-2015.js,science_chemistry_2015,28,free-response,An expandable container of oxygen gas has a volume of 125 mL at a temperature of 25.0°C. What volume will the gas occupy at 55.0°C?,An expandable container of oxygen gas has a volume of 125 mL at a temperature of 25.0°C. What volume will the gas occupy at 55.0°C?
science-chemistry-2015.js,science_chemistry_2015,29,multiple-choice,Which of these correctly describes how organic catalysts operate in biological reactions?,Which of these correctly describes how organic catalysts operate in biological reactions?
science-chemistry-2015.js,science_chemistry_2015,30,multiple-choice,What volume will 35.9 g of hydrogen gas (H₂) occupy at STP?,What volume will 35.9 g of hydrogen gas (H₂) occupy at STP?
science-chemistry-2015.js,science_chemistry_2015,31,multiple-choice,"___Ca(NO₃)₂ + H₃PO₄ → ___Ca₃(PO₄)₂ + ___HNO₃ When this equation is balanced, the coefficient in front of H₃PO₄ is —","<center>___Ca(NO₃)₂ + H₃PO₄ → ___Ca₃(PO₄)₂ + ___HNO₃</center><br>When this equation is balanced, the coefficient in front of H₃PO₄ is —"
science-chemistry-2015.js,science_chemistry_2015,32,multiple-choice,Increasing the volume of a sealed container will cause the gas particles within the container to —,Increasing the volume of a sealed container will cause the gas particles within the container to —
science-chemistry-2015.js,science_chemistry_2015,33,multiple-choice,"Each of four groups of students determined and recorded the melting point of a solid compound. If the actual melting point is 113°C, which group had the best precision?","<img src=""images/question_33.png"" class=""question-image""><br><br>Each of four groups of students determined and recorded the melting point of a solid compound. If the actual melting point is 113°C, which group had the best precision?"
science-chemistry-2015.js,science_chemistry_2015,34,multiple-choice,Consider any set of three adjacent elements in the same period on the periodic table. For which characteristic is the average for the three elements always equal to the value of the middle element?,Consider any set of three adjacent elements in the same period on the periodic table. For which characteristic is the average for the three elements always equal to the value of the middle element?
science-chemistry-2015.js,science_chemistry_2015,35,multiple-choice,A substance has a molecular formula of C₈H₁₀N₄O₂. The empirical formula is —,A substance has a molecular formula of C₈H₁₀N₄O₂. The empirical formula is —
science-chemistry-2015.js,science_chemistry_2015,36,drag-drop,Create the formula for diboron trioxide using the symbols provided.,Create the formula for diboron trioxide using the symbols provided.
science-chemistry-2015.js,science_chemistry_2015,37,multiple-choice,What is the name for the compound AlI₃?,What is the name for the compound AlI₃?
science-chemistry-2015.js,science_chemistry_2015,38,multiple-choice,2C₄H₁₀ + 13O₂ → 8CO₂ + 10H₂O How many moles of carbon dioxide (CO₂) are produced when reacting 6.00 moles of butane (C₄H₁₀) in excess oxygen (O₂)?,<center>2C₄H₁₀ + 13O₂ → 8CO₂ + 10H₂O</center><br>How many moles of carbon dioxide (CO₂) are produced when reacting 6.00 moles of butane (C₄H₁₀) in excess oxygen (O₂)?
science-chemistry-2015.js,science_chemistry_2015,39,multiple-choice,Which structure represents a nonpolar molecule?,Which structure represents a nonpolar molecule?
science-chemistry-2015.js,science_chemistry_2015,40,multiple-choice,Using only one trial to collect data in an experiment —,Using only one trial to collect data in an experiment —
science-chemistry-2015.js,science_chemistry_2015,41,multiple-choice,A common product of acid-base neutralization reactions is —,A common product of acid-base neutralization reactions is —
science-chemistry-2015.js,science_chemistry_2015,42,multiple-choice,"Based on the information provided, which solution is a base and a weak electrolyte?","<img src=""images/question_42.png"" class=""question-image""><br><br>Based on the information provided, which solution is a base and a weak electrolyte?"
science-chemistry-2015.js,science_chemistry_2015,43,multiple-choice,What is the half-life of Americium-242?,"<img src=""images/question_43.png"" class=""question-image""><br><br>What is the half-life of Americium-242?"
science-chemistry-2015.js,science_chemistry_2015,44,multiple-choice,Two electrons are shared equally in bromine (Br₂). What type of bond is represented between the bromine atoms in this Lewis structure?,"<img src=""images/question_44.png"" class=""question-image""><br><br>Two electrons are shared equally in bromine (Br₂). What type of bond is represented between the bromine atoms in this Lewis structure?"
science-chemistry-2015.js,science_chemistry_2015,45,multiple-choice,A student is studying the effects of several solutions on the prevention of the browning of apples. The student used solutions having different pH values and immersed three apple slices in equal volumes of each of the solutions. Which of these is the independent variable in this investigation?,A student is studying the effects of several solutions on the prevention of the browning of apples. The student used solutions having different pH values and immersed three apple slices in equal volumes of each of the solutions. Which of these is the independent variable in this investigation?
science-chemistry-2015.js,science_chemistry_2015,46,multiple-choice,"An experiment produced 0.10 g CO₂ with a volume of 0.056 L at STP. If the accepted density of CO₂ at STP is 1.96 g/L, what is the approximate percent error?","An experiment produced 0.10 g CO₂ with a volume of 0.056 L at STP. If the accepted density of CO₂ at STP is 1.96 g/L, what is the approximate percent error?"
science-earth-sci-2015.js,science_earth_sci_2015,1,multiple-choice,The fossil at point X has been dated to be 65 million years old. What can relative dating indicate about the fossil at point Y?,"<img src=""images/question_1.png"" class=""question-image""><br><br>The fossil at point X has been dated to be 65 million years old. What can relative dating indicate about the fossil at point Y?"
science-earth-sci-2015.js,science_earth_sci_2015,2,multiple-choice,The highest and lowest tides are known as the spring tides. When do these tides occur?,The highest and lowest tides are known as the spring tides. When do these tides occur?
science-earth-sci-2015.js,science_earth_sci_2015,3,multiple-choice,Which best describes the area shown in this aerial photograph?,"<img src=""images/question_3.png"" class=""question-image""><br><br>Which best describes the area shown in this aerial photograph?"
science-earth-sci-2015.js,science_earth_sci_2015,4,multiple-choice,The moon has a stronger influence on Earth's tides than the sun because the moon —,The moon has a stronger influence on Earth's tides than the sun because the moon —
science-earth-sci-2015.js,science_earth_sci_2015,5,multiple-choice,Remains of ancient life are most often preserved through which process?,Remains of ancient life are most often preserved through which process?
science-earth-sci-2015.js,science_earth_sci_2015,6,multiple-choice,Environmental effects of the impact of a meteorite 66.4 million years ago may have led to the extinction of many species on Earth. Which evidence best supports this theory?,Environmental effects of the impact of a meteorite 66.4 million years ago may have led to the extinction of many species on Earth. Which evidence best supports this theory?
science-earth-sci-2015.js,science_earth_sci_2015,7,drag-drop,"When a river flows into a lake, the velocity of the water decreases. Which sediments will most likely be in the numbered locations?","When a river flows into a lake, the velocity of the water decreases. Which sediments will most likely be in the numbered locations? <br><br><img src=""images/question_7.png"" class=""question-image"">"
science-earth-sci-2015.js,science_earth_sci_2015,8,drag-drop,Which type of rock is formed by each process?,Which type of rock is formed by each process?
science-earth-sci-2015.js,science_earth_sci_2015,9,multiple-choice,"A student hypothesizes that water from infrequently used school faucets contains more chemical impurities than the water from frequently used faucets. At the same time of day, the student uses a water test kit to measure the water impurities from the different faucets. Which is the manipulated variable in this investigation?","A student hypothesizes that water from infrequently used school faucets contains more chemical impurities than the water from frequently used faucets. At the same time of day, the student uses a water test kit to measure the water impurities from the different faucets. Which is the manipulated variable in this investigation?"
science-earth-sci-2015.js,science_earth_sci_2015,10,multiple-choice,Which coordinates identify a location north of a city that has a latitude of 38.0°N and a longitude of 25.0°W?,Which coordinates identify a location north of a city that has a latitude of 38.0°N and a longitude of 25.0°W?
science-earth-sci-2015.js,science_earth_sci_2015,11,multiple-choice,At which range of altitude is air pressure closest to 40 kPa based on these data?,"<img src=""images/question_11.png"" class=""question-image""><br><br>At which range of altitude is air pressure closest to 40 kPa based on these data?"
science-earth-sci-2015.js,science_earth_sci_2015,12,multiple-choice,Which was the first object made by humans to orbit Earth?,Which was the first object made by humans to orbit Earth?
science-earth-sci-2015.js,science_earth_sci_2015,13,multiple-choice,Under which condition would a lowering of the water table most likely occur?,Under which condition would a lowering of the water table most likely occur?
science-earth-sci-2015.js,science_earth_sci_2015,14,multiple-choice,This weather map helps to predict the location where a storm will occur by giving which type of information?,"<img src=""images/question_14.png"" class=""question-image""><br><br>This weather map helps to predict the location where a storm will occur by giving which type of information?"
science-earth-sci-2015.js,science_earth_sci_2015,15,multiple-choice,Spacecraft traveling to Jupiter from Earth would most likely have to navigate through or around which natural obstacle?,Spacecraft traveling to Jupiter from Earth would most likely have to navigate through or around which natural obstacle?
science-earth-sci-2015.js,science_earth_sci_2015,16,multiple-choice,"A geologist studying volcanic activity is collecting rocks that formed from hot, molten magma. What type of rock is the geologist collecting?","A geologist studying volcanic activity is collecting rocks that formed from hot, molten magma. What type of rock is the geologist collecting?"
science-earth-sci-2015.js,science_earth_sci_2015,17,multiple-choice,Which substance is a mixture of organic matter and weathered rock?,Which substance is a mixture of organic matter and weathered rock?
science-earth-sci-2015.js,science_earth_sci_2015,18,multiple-choice,Which natural process is the main cause of the ocean currents shown?,"<img src=""images/question_18.png"" class=""question-image""><br><br>Which natural process is the main cause of the ocean currents shown?"
science-earth-sci-2015.js,science_earth_sci_2015,19,multiple-choice,Determining how the sea floor changes over time has given scientists information about the —,Determining how the sea floor changes over time has given scientists information about the —
science-earth-sci-2015.js,science_earth_sci_2015,20,multiple-choice,Why do regions of the world near the equator (0° latitude) have a more consistent climate than regions at middle latitudes?,Why do regions of the world near the equator (0° latitude) have a more consistent climate than regions at middle latitudes?
science-earth-sci-2015.js,science_earth_sci_2015,21,multiple-choice,"In order to protect aquifers near landfills, material is placed under the soil to prevent pollution. Which property must the protective material possess?","In order to protect aquifers near landfills, material is placed under the soil to prevent pollution. Which property must the protective material possess?"
science-earth-sci-2015.js,science_earth_sci_2015,22,multiple-choice,Which is a characteristic of all nonfoliated metamorphic rocks?,Which is a characteristic of all nonfoliated metamorphic rocks?
science-earth-sci-2015.js,science_earth_sci_2015,23,multiple-choice,Students made a hydrometer by sealing the end of a straw with wax and adding some sand until the hydrometer barely floated in fresh water. The diagram shows what the students observed when they used the hydrometer to test water from three different sites. Each water sample had the same temperature. Which of these explanations best fits these observations?,"<img src=""images/question_23.png"" class=""question-image""><br><br>Students made a hydrometer by sealing the end of a straw with wax and adding some sand until the hydrometer barely floated in fresh water. The diagram shows what the students observed when they used the hydrometer to test water from three different sites. Each water sample had the same temperature. Which of these explanations best fits these observations?"
science-earth-sci-2015.js,science_earth_sci_2015,24,multiple-choice,The cleavage properties of mica result from the —,The cleavage properties of mica result from the —
science-earth-sci-2015.js,science_earth_sci_2015,25,multiple-choice,A star begins its formation as gravitational forces cause instability within a —,A star begins its formation as gravitational forces cause instability within a —
science-earth-sci-2015.js,science_earth_sci_2015,26,multiple-choice,The diagram represents areas below the surface of Earth in which fossils have been found. The fossil located in which labeled area is most likely the oldest?,"<img src=""images/question_26.png"" class=""question-image""><br><br>The diagram represents areas below the surface of Earth in which fossils have been found. The fossil located in which labeled area is most likely the oldest?"
science-earth-sci-2015.js,science_earth_sci_2015,27,multiple-choice,Which structure is most similar to an alluvial fan in formation and composition?,Which structure is most similar to an alluvial fan in formation and composition?
science-earth-sci-2015.js,science_earth_sci_2015,28,drag-drop,Label these ocean features.,"Label these ocean features. <br><br><img src=""images/question_28.png"" class=""question-image"">"
