qid,test_id,source_file,type,question_text,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
19,science_biology_2015,science-biology-2015.js,multiple-choice,Five species of frogs that live in separate habitats within 5 non-overlapping ranges along the Mississippi River share a common ancestor. Which process is most likely responsible for the formation of these five distinct species?,3,0.3986724647116739,2.325434318497667,0:0.1985|1:0.0351|2:0.0350|3:0.3987|4:0.0348|5:0.2275|6:0.0355|7:0.0349
20,science_biology_2015,science-biology-2015.js,multiple-choice,Chloroplast process X + H₂O → Y + O₂ The diagram shown represents the input and output of a process performed by the chloroplast of a cell. Which substance is most likely represented by Y?,3,0.6634681840727142,1.8060463068158843,0:0.1124|1:0.0333|2:0.0355|3:0.6635|4:0.0329|5:0.0330|6:0.0502|7:0.0392
21,science_biology_2015,science-biology-2015.js,multiple-choice,Which statement best describes her hypothesis?,5,0.40072539234481996,2.325843081891499,0:0.0486|1:0.0482|2:0.0481|3:0.3070|4:0.0477|5:0.4007|6:0.0517|7:0.0479
22,science_biology_2015,science-biology-2015.js,multiple-choice,Seaweeds occupy an important niche in the Chesapeake Bay ecosystem. Which question will best help a student identify the role of seaweeds in this ecosystem?,6,0.694085875600724,1.7472066230183516,0:0.0436|1:0.0438|2:0.0441|3:0.0436|4:0.0436|5:0.0437|6:0.6941|7:0.0436
23,science_biology_2015,science-biology-2015.js,multiple-choice,"In 1950, Erwin Chargaff discovered that the percentage of adenine in DNA equals the percentage of thymine, and that the percentage of cytosine equals the percentage of guanine. This proved invaluable to the eventual discovery of which aspect of DNA?",0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
24,science_biology_2015,science-biology-2015.js,multiple-choice,"The study of embryos and other early stages of development can help in the classification of living things, past and present, by providing clues about the —",6,0.3999908592716931,2.6553823193981625,0:0.0856|1:0.0858|2:0.0860|3:0.0858|4:0.0855|5:0.0857|6:0.4000|7:0.0856
25,science_biology_2015,science-biology-2015.js,drag-drop,Complete the sentences about water molecules by dragging the correct terms to each box.,1,0.591583927221486,2.0888334078383664,0:0.0488|1:0.5916|2:0.0539|3:0.1110|4:0.0485|5:0.0489|6:0.0487|7:0.0486
26,science_biology_2015,science-biology-2015.js,multiple-choice,Which characteristic do most adult fungi and plants share?,5,0.5959717609063392,2.107050646683711,0:0.0634|1:0.0566|2:0.0567|3:0.0572|4:0.0565|5:0.5960|6:0.0570|7:0.0566
27,science_biology_2015,science-biology-2015.js,multiple-choice,"Students use a dissolved oxygen probe during a laboratory activity involving 1,000 mL samples of pond water. The function of the probe is to —",1,0.5188406210675034,2.275581181601974,0:0.0481|1:0.5188|2:0.0466|3:0.0459|4:0.0619|5:0.0872|6:0.0457|7:0.1458
28,science_biology_2015,science-biology-2015.js,free-response,"In a population of 120 oak trees, 25% of the population has oak wilt disease. What is the number of trees in this population that have oak wilt?",0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
29,science_biology_2015,science-biology-2015.js,multiple-choice,"An insect called the hemlock woolly adelgid was introduced to a Virginia forest ecosystem. This pest feeds on the nutrients stored inside a hemlock tree, resulting in the death of the tree. Which kind of data would best help a student evaluate the effect of this insect?",6,0.674135115099903,1.8151023134139297,0:0.0403|1:0.0406|2:0.0411|3:0.0693|4:0.0530|5:0.0406|6:0.6741|7:0.0410
30,science_biology_2015,science-biology-2015.js,multiple-choice,A student wanted to compare the transpiration rates of two different plant species at varying levels of humidity. The results are recorded in the table shown. Each plant group was given the same amount of water and light throughout the investigation. Which procedure should have been performed to prevent error in this investigation?,6,0.48680454700213427,2.2904699060302436,0:0.0348|1:0.1438|2:0.1546|3:0.0606|4:0.0347|5:0.0499|6:0.4868|7:0.0347
31,science_biology_2015,science-biology-2015.js,multiple-choice,"In an ecosystem, a sudden decrease in the number of bacteria in the soil would most likely result in —",7,0.4609478712922284,2.183489698581547,0:0.2874|1:0.0419|2:0.0420|3:0.0419|4:0.0415|5:0.0418|6:0.0427|7:0.4609
32,science_biology_2015,science-biology-2015.js,multiple-choice,"Medicines are being produced using recombinant DNA technology. For veterinarians, the use of this DNA technology will result in —",7,0.4536454621565966,2.290880903127282,0:0.0461|1:0.0427|2:0.0671|3:0.0438|4:0.2528|5:0.0503|6:0.0435|7:0.4536
33,science_biology_2015,science-biology-2015.js,multiple-choice,The arrow in the diagram represents the movement of which molecular structure?,3,0.3522685481515975,2.687328069479698,0:0.0603|1:0.0777|2:0.1078|3:0.3523|4:0.0599|5:0.0599|6:0.1602|7:0.1220
34,science_biology_2015,science-biology-2015.js,multiple-choice,"According to the classification key, what is the genus and species of this organism?",2,0.673722250310608,1.8269763832600199,0:0.0466|1:0.0473|2:0.6737|3:0.0466|4:0.0458|5:0.0460|6:0.0483|7:0.0458
35,science_biology_2015,science-biology-2015.js,multiple-choice,The jackrabbit is a desert mammal. The jackrabbit's circulatory system increases blood flow to the ears during hot days. The blood flow to the ears decreases during cool or cold nights. This circulation pattern is most directly related to —,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
36,science_biology_2015,science-biology-2015.js,multiple-choice,Proteins are among the most diverse group of macromolecules because of the —,1,0.1776142264656221,2.960167397786267,0:0.1033|1:0.1776|2:0.1215|3:0.1041|4:0.1022|5:0.1132|6:0.1754|7:0.1027
37,science_biology_2015,science-biology-2015.js,multiple-choice,Which is an activity that increases the genetic variation within a population of earthworms?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
38,science_biology_2015,science-biology-2015.js,multiple-choice,The structural differences between a tadpole and an adult frog are due to the —,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
39,science_biology_2015,science-biology-2015.js,multiple-choice,"After 24 hours, the amount of gas that accumulated at the top of the inverted test tube is measured. The students conclude that the light source is causing the water to evaporate, causing water vapor to fill the top of the tube. The best alternative explanation of the differences between the setups is that the —",1,0.5586969933686823,2.0663056700839473,0:0.0415|1:0.5587|2:0.0403|3:0.0406|4:0.0442|5:0.1938|6:0.0406|7:0.0404
40,science_biology_2015,science-biology-2015.js,drag-drop,This table was found in a journal of student research. What are the independent and dependent variables in this investigation?,6,0.7418971784969056,1.5480458755755175,0:0.0363|1:0.0361|2:0.0363|3:0.0361|4:0.0360|5:0.0412|6:0.7419|7:0.0361
41,science_biology_2015,science-biology-2015.js,multiple-choice,Scientists classifying modern animals are most likely to compare the —,1,0.7253771771877077,1.6188640865354276,0:0.0388|1:0.7254|2:0.0403|3:0.0386|4:0.0385|5:0.0411|6:0.0386|7:0.0387
42,science_biology_2015,science-biology-2015.js,multiple-choice,Which feature do viruses have in common with animal cells?,5,0.5679829296271299,2.1990363937483615,0:0.0672|1:0.0609|2:0.0606|3:0.0614|4:0.0604|5:0.5680|6:0.0606|7:0.0608
43,science_biology_2015,science-biology-2015.js,multiple-choice,"According to this diagram, the result of spermatogenesis is four sperm cells, each with —",7,0.5404150876050117,2.2635901539102914,0:0.0541|1:0.0578|2:0.0564|3:0.0962|4:0.0526|5:0.0528|6:0.0898|7:0.5404
44,science_biology_2015,science-biology-2015.js,multiple-choice,A group of ponies lives in the Chincoteague National Wildlife Reserve in Virginia. The development of longer legs over time would be selected for if —,6,0.4122916882315392,2.6272754991678866,0:0.0819|1:0.0856|2:0.0883|3:0.0826|4:0.0818|5:0.0853|6:0.4123|7:0.0822
45,science_biology_2015,science-biology-2015.js,multiple-choice,One parent is heterozygous for a certain trait (Dd). The other parent is homozygous dominant (DD) for that trait. What is the percent chance that an offspring from this cross will be heterozygous?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
46,science_biology_2015,science-biology-2015.js,multiple-choice,Which trial in the table of data shown has questionable data?,3,0.4216109399769854,2.336873187597808,0:0.2528|1:0.1223|2:0.0398|3:0.4216|4:0.0409|5:0.0401|6:0.0422|7:0.0404
1,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,A student measures the mass of a 1.00 g aluminum rod as 0.99 g. The best estimate of the percent error associated with this measurement is —,6,0.7536672333285416,1.4969537561255906,0:0.0351|1:0.0353|2:0.0355|3:0.0351|4:0.0351|5:0.0352|6:0.7537|7:0.0351
2,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,The most efficient way to determine whether a reaction is an exothermic chemical reaction is to use —,2,0.4965726456562445,2.367082863132568,0:0.0522|1:0.0582|2:0.4966|3:0.0795|4:0.0598|5:0.0628|6:0.0541|7:0.1369
3,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,2Al(C₂H₃O₂)₃ + 3Ba(SO₄) → Al₂(SO₄)₃ + 3Ba(C₂H₃O₂)₂ Which type of chemical reaction does this equation represent?,2,0.6861744200013019,1.778348494006246,0:0.0438|1:0.0459|2:0.6862|3:0.0444|4:0.0478|5:0.0438|6:0.0440|7:0.0441
4,science_chemistry_2015,science-chemistry-2015.js,free-response,What is the oxidation number of an oxide ion?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
5,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,What is the molarity of a solution with 0.2 moles of potassium permanganate (KMnO₄) dissolved in enough water to make a 500.0 mL solution?,7,0.5901711855067873,1.949638067188077,0:0.0361|1:0.1914|2:0.0365|3:0.0375|4:0.0361|5:0.0361|6:0.0361|7:0.5902
6,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"When 92.0 g of ethanol (C₂H₅OH) are vaporized at its boiling point of 78.3°C, it requires 78.6 kJ of energy. What is the approximate molar heat of vaporization of ethanol in kJ/mol?",2,0.5863930776087602,2.131964311039094,0:0.0566|1:0.0832|2:0.5864|3:0.0547|4:0.0543|5:0.0545|6:0.0554|7:0.0549
7,science_chemistry_2015,science-chemistry-2015.js,free-response,What is the density (in g/mL) of an aqueous solution that has a mass of 10.081 g and 12.5 mL? Your answer must use significant digits.,7,0.6060364453831141,2.0583364504909705,0:0.0476|1:0.0485|2:0.0865|3:0.0498|4:0.0476|5:0.0647|6:0.0493|7:0.6060
8,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"Which element has 16 neutrons, 15 protons, and 15 electrons?",0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
9,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Al( s ) + 3AgNO₃( aq ) → Al(NO₃)₃( aq ) + 3Ag( s ) This equation represents which type of chemical reaction?,2,0.6265851965793731,1.9768651005729194,0:0.0418|1:0.0497|2:0.6266|3:0.0919|4:0.0431|5:0.0419|6:0.0623|7:0.0428
10,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"In the formula for barium chloride, (BaCl₂), barium (Ba) is written first because it is —",0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
11,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which of these laboratory techniques is best to separate a solid from a liquid to recover the liquid?,5,0.6353917570516248,1.9695104548222195,0:0.0516|1:0.0506|2:0.0508|3:0.0546|4:0.0502|5:0.6354|6:0.0566|7:0.0502
12,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which of these is NOT required to ensure that stock solutions are free of contamination?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
13,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which of these values is most responsible for changing the boiling and freezing points of a solvent?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
14,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,What is the name of the compound with the formula NH₄NO₃?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
15,science_chemistry_2015,science-chemistry-2015.js,free-response,Calculate the number of moles of Li₃PO₄ in 2.2 L of a 0.60 M Li₃PO₄ solution.,7,0.7166934351426112,1.6552332571514117,0:0.0402|1:0.0405|2:0.0404|3:0.0416|4:0.0402|5:0.0402|6:0.0403|7:0.7167
16,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,N₂ + 3F₂ ⇌ 2NF₃ Equilibrium has been reached for the reaction shown. Which conclusion is correct?,3,0.48702860651383856,2.2848408427389786,0:0.0486|1:0.0697|2:0.2066|3:0.4870|4:0.0468|5:0.0469|6:0.0473|7:0.0471
17,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"If 89.6 joules of heat are needed to heat 20.0 grams of iron from 30.0°C to 40.0°C, what is the specific heat of the iron in J/(g·°C)?",0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
18,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which of the four substances on this pH scale is slightly basic?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
19,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which element will most likely form covalent bonds with fluorine?,0,0.44030174300963937,2.3697478056194137,0:0.4403|1:0.0589|2:0.0523|3:0.0526|4:0.0516|5:0.0519|6:0.0536|7:0.2388
20,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,The physical process of evaporation involves —,3,0.7266300094493886,1.613702822653222,0:0.0390|1:0.0390|2:0.0390|3:0.7266|4:0.0390|5:0.0394|6:0.0390|7:0.0391
21,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,___C₂H₄ + ___O₂ → ___CO₂ + ___H₂O How many moles of O₂ are in the chemical equation when balanced using the lowest whole numbers?,7,0.33671530501738395,2.4356193122112297,0:0.0412|1:0.0423|2:0.1721|3:0.0421|4:0.2831|5:0.0412|6:0.0414|7:0.3367
22,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"While English physicist J. J. Thomson was carrying out experiments on cathode rays, he was able to determine that the rays consisted of particles he called ""corpuscles."" These particles were later named —",0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
23,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"In the Haber process, nitrogen (N₂) and hydrogen (H₂) are directly combined to form ammonia (NH₃). Which illustration contains the stoichiometric quantities of the reactants for this reaction?",3,0.4957107339196434,2.276735075699844,0:0.0577|1:0.0395|2:0.1263|3:0.4957|4:0.0391|5:0.0391|6:0.0394|7:0.1632
24,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"A beaker of water is placed in a large sealed jar that is attached to a vacuum pump. As air is pumped out of the jar, the water begins to boil because —",1,0.6760230663591648,1.8180560018461764,0:0.0465|1:0.6760|2:0.0462|3:0.0485|4:0.0452|5:0.0456|6:0.0466|7:0.0454
25,science_chemistry_2015,science-chemistry-2015.js,multiple-select,"According to the periodic table of the elements, which elements belong to the same period?",0,0.6535550252920079,1.9033953439378721,0:0.6536|1:0.0498|2:0.0490|3:0.0491|4:0.0491|5:0.0493|6:0.0511|7:0.0490
26,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,How many moles are in 2.04 × 10²⁴ molecules of H₂O?,7,0.6341127387813557,1.9744040361395934,0:0.0513|1:0.0517|2:0.0515|3:0.0528|4:0.0559|5:0.0512|6:0.0515|7:0.6341
27,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,What is the name for FeCl₃ using the IUPAC nomenclature rules?,4,0.6316141095150299,1.9836083729518703,0:0.0524|1:0.0525|2:0.0525|3:0.0530|4:0.6316|5:0.0524|6:0.0526|7:0.0530
28,science_chemistry_2015,science-chemistry-2015.js,free-response,An expandable container of oxygen gas has a volume of 125 mL at a temperature of 25.0°C. What volume will the gas occupy at 55.0°C?,7,0.3096887373976832,2.820710992171966,0:0.0921|1:0.1345|2:0.0934|3:0.0937|4:0.0919|5:0.0919|6:0.0929|7:0.3097
29,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which of these correctly describes how organic catalysts operate in biological reactions?,3,0.5924279568065999,2.109757519237221,0:0.0532|1:0.0536|2:0.0534|3:0.5924|4:0.0531|5:0.0855|6:0.0551|7:0.0536
30,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,What volume will 35.9 g of hydrogen gas (H₂) occupy at STP?,7,0.3096887373976832,2.820710992171966,0:0.0921|1:0.1345|2:0.0934|3:0.0937|4:0.0919|5:0.0919|6:0.0929|7:0.3097
31,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"___Ca(NO₃)₂ + H₃PO₄ → ___Ca₃(PO₄)₂ + ___HNO₃ When this equation is balanced, the coefficient in front of H₃PO₄ is —",0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
32,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Increasing the volume of a sealed container will cause the gas particles within the container to —,7,0.2811581042560989,2.7489953382314805,0:0.0725|1:0.0875|2:0.0734|3:0.2404|4:0.0729|5:0.0724|6:0.0997|7:0.2812
33,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"Each of four groups of students determined and recorded the melting point of a solid compound. If the actual melting point is 113°C, which group had the best precision?",1,0.26872260629501926,2.69536979471231,0:0.0691|1:0.2687|2:0.1490|3:0.0606|4:0.0680|5:0.2613|6:0.0630|7:0.0603
34,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Consider any set of three adjacent elements in the same period on the periodic table. For which characteristic is the average for the three elements always equal to the value of the middle element?,0,0.37496055352768065,2.237063333426286,0:0.3750|1:0.0433|2:0.0430|3:0.0435|4:0.0430|5:0.3656|6:0.0436|7:0.0430
35,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,A substance has a molecular formula of C₈H₁₀N₄O₂. The empirical formula is —,3,0.3413639396589801,2.769757641842138,0:0.0873|1:0.1027|2:0.0878|3:0.3414|4:0.0864|5:0.0867|6:0.0925|7:0.1154
36,science_chemistry_2015,science-chemistry-2015.js,drag-drop,Create the formula for diboron trioxide using the symbols provided.,4,0.6316141095150299,1.9836083729518703,0:0.0524|1:0.0525|2:0.0525|3:0.0530|4:0.6316|5:0.0524|6:0.0526|7:0.0530
37,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,What is the name for the compound AlI₃?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
38,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,2C₄H₁₀ + 13O₂ → 8CO₂ + 10H₂O How many moles of carbon dioxide (CO₂) are produced when reacting 6.00 moles of butane (C₄H₁₀) in excess oxygen (O₂)?,7,0.6354349715869985,1.968842286209834,0:0.0503|1:0.0508|2:0.0505|3:0.0520|4:0.0601|5:0.0503|6:0.0506|7:0.6354
39,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which structure represents a nonpolar molecule?,3,0.3516510203333698,2.6827767028371023,0:0.0647|1:0.0819|2:0.1616|3:0.3517|4:0.0644|5:0.0645|6:0.1421|7:0.0693
40,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Using only one trial to collect data in an experiment —,4,0.42544444023981104,2.457424723456043,0:0.0541|1:0.1076|2:0.0456|3:0.1983|4:0.4254|5:0.0458|6:0.0773|7:0.0458
41,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,A common product of acid-base neutralization reactions is —,5,0.5679829296271299,2.1990363937483615,0:0.0672|1:0.0609|2:0.0606|3:0.0614|4:0.0604|5:0.5680|6:0.0606|7:0.0608
42,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"Based on the information provided, which solution is a base and a weak electrolyte?",7,0.4638639709689004,2.3980747427334776,0:0.1140|1:0.0428|2:0.1338|3:0.0429|4:0.0416|5:0.0425|6:0.1185|7:0.4639
43,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,What is the half-life of Americium-242?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
44,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Two electrons are shared equally in bromine (Br₂). What type of bond is represented between the bromine atoms in this Lewis structure?,2,0.673818017068439,1.8266827000135257,0:0.0465|1:0.0466|2:0.6738|3:0.0470|4:0.0464|5:0.0464|6:0.0466|7:0.0466
45,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,A student is studying the effects of several solutions on the prevention of the browning of apples. The student used solutions having different pH values and immersed three apple slices in equal volumes of each of the solutions. Which of these is the independent variable in this investigation?,6,0.715345079930083,1.6559061996339546,0:0.0407|1:0.0566|2:0.0377|3:0.0374|4:0.0373|5:0.0373|6:0.7153|7:0.0377
46,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"An experiment produced 0.10 g CO₂ with a volume of 0.056 L at STP. If the accepted density of CO₂ at STP is 1.96 g/L, what is the approximate percent error?",7,0.40672869398515077,2.6360293450356154,0:0.0889|1:0.1026|2:0.0784|3:0.0796|4:0.0884|5:0.0772|6:0.0782|7:0.4067
1,science_earth_sci_2015,science-earth-sci-2015.js,multiple-choice,The fossil at point X has been dated to be 65 million years old. What can relative dating indicate about the fossil at point Y?,2,0.2795633305655785,2.809269010372872,0:0.0862|1:0.2039|2:0.2796|3:0.0860|4:0.0849|5:0.0874|6:0.0864|7:0.0856
2,science_earth_sci_2015,science-earth-sci-2015.js,multiple-choice,The highest and lowest tides are known as the spring tides. When do these tides occur?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
3,science_earth_sci_2015,science-earth-sci-2015.js,multiple-choice,Which best describes the area shown in this aerial photograph?,3,0.47204843049118833,2.1571421152573973,0:0.0435|1:0.0402|2:0.0398|3:0.4720|4:0.0395|5:0.2828|6:0.0423|7:0.0397
4,science_earth_sci_2015,science-earth-sci-2015.js,multiple-choice,The moon has a stronger influence on Earth's tides than the sun because the moon —,6,0.6433332256569416,1.9410935436954033,0:0.0531|1:0.0508|2:0.0506|3:0.0506|4:0.0505|5:0.0505|6:0.6433|7:0.0505
5,science_earth_sci_2015,science-earth-sci-2015.js,multiple-choice,Remains of ancient life are most often preserved through which process?,3,0.7266300094493886,1.613702822653222,0:0.0390|1:0.0390|2:0.0390|3:0.7266|4:0.0390|5:0.0394|6:0.0390|7:0.0391
