source_file,test_id,qid,type,clean_text,raw_text
reading-endofcourse-2015.js,reading_endofcourse_2015,11,multiple-choice,Which information about the selection would be best to include in a report about the popularity of spectator sports?,Which information about the selection would be best to include in a report about the popularity of spectator sports?
reading-endofcourse-2015.js,reading_endofcourse_2015,12,multiple-choice,The purpose of this selection is to--,The purpose of this selection is to--
reading-endofcourse-2015.js,reading_endofcourse_2015,13,multiple-choice,The purpose of the first paragraph is to -,The purpose of the first paragraph is to -
reading-endofcourse-2015.js,reading_endofcourse_2015,14,multiple-choice,Which question is answered in paragraph 3?,Which question is answered in paragraph 3?
reading-endofcourse-2015.js,reading_endofcourse_2015,15,multiple-choice,Paragraph 4 suggests that Osamu Tezuka -,Paragraph 4 suggests that Osamu Tezuka -
reading-endofcourse-2015.js,reading_endofcourse_2015,16,multiple-choice,"Read this sentence from paragraph 5. While Tezuka's manga may stand on the same library shelves as American superhero comic books, Tezuka's manga are to most traditional American comic books what Shakespeare's plays are to soap operas on American television: a similar art form, but with much richer content. The purpose of the analogy in this sentence is to-","Read this sentence from paragraph 5. <div class=""passage-innerbox"">While Tezuka's manga may stand on the same library shelves as American superhero comic books, Tezuka's manga are to most traditional American comic books what Shakespeare's plays are to soap operas on American television: a similar art form, but with much richer content.</div> The purpose of the analogy in this sentence is to-"
reading-endofcourse-2015.js,reading_endofcourse_2015,17,multiple-choice,The author mainly develops the topic of this selection by -,The author mainly develops the topic of this selection by -
reading-endofcourse-2015.js,reading_endofcourse_2015,18,multiple-choice,Which information from the selection supports the thesis that manga has become increasingly popular over time?,Which information from the selection supports the thesis that manga has become increasingly popular over time?
reading-endofcourse-2015.js,reading_endofcourse_2015,19,multiple-choice,"In paragraph 2, the author uses dialogue to -","In paragraph 2, the author uses dialogue to -"
reading-endofcourse-2015.js,reading_endofcourse_2015,20,multiple-choice,"Read this sentence from paragraph 3. I watched her play with the top button of her coat and thought about the man I was about to meet, my father, whose face I knew only from a small black-and-white photograph. This sentence conveys Su-Jen's feelings of -","Read this sentence from paragraph 3. <div class=""passage-innerbox"">I watched her play with the top button of her coat and thought about the man I was about to meet, my father, whose face I knew only from a small black-and-white photograph.</div> This sentence conveys Su-Jen's feelings of -"
reading-endofcourse-2015.js,reading_endofcourse_2015,21,multiple-choice,"In paragraph 3, pensive means -","In paragraph 3, <u>pensive</u> means -"
reading-endofcourse-2015.js,reading_endofcourse_2015,22,multiple-choice,"Read this sentence from paragraph 5. He stopped as he drew near, huffing out of breath. This sentence contains an example of--","Read this sentence from paragraph 5. <div class=""passage-innerbox"">He stopped as he drew near, huffing out of breath.</div> This sentence contains an example of--"
reading-endofcourse-2015.js,reading_endofcourse_2015,23,multiple-choice,The character of Su-Jen is mainly revealed through her--,The character of Su-Jen is mainly revealed through her--
reading-endofcourse-2015.js,reading_endofcourse_2015,24,multiple-choice,"Based on the selection, Su-Jen's father may best be described as--","Based on the selection, Su-Jen's father may best be described as--"
reading-endofcourse-2015.js,reading_endofcourse_2015,25,multiple-choice,Later chapters of this selection would most likely describe--,Later chapters of this selection would most likely describe--
reading-endofcourse-2015.js,reading_endofcourse_2015,26,multiple-choice,"Which word carries a negative connotation in this sentence? Patrick's mother is assuming that when her son refrains from fraternizing so much, he will become more accomplished.","Which word carries a negative connotation in this sentence? <div class=""passage-innerbox"">Patrick's mother is assuming that when her son refrains from fraternizing so much, he will become more accomplished.</div>"
reading-endofcourse-2015.js,reading_endofcourse_2015,27,multiple-choice,"Read this sentence. Ryan was meticulous with his writing assignments, so the papers he turned in for English class received the highest grades for grammar because they never contained mistakes. As used in this sentence, the word meticulous means--","Read this sentence. <div class=""passage-innerbox"">Ryan was <u>meticulous</u> with his writing assignments, so the papers he turned in for English class received the highest grades for grammar because they never contained mistakes.</div> As used in this sentence, the word <u>meticulous</u> means--"
reading-endofcourse-2015.js,reading_endofcourse_2015,28,multiple-choice,Which fact from a magazine article would be best to include in a report about the literary career of William Faulkner?,Which fact from a magazine article would be best to include in a report about the literary career of William Faulkner?
reading-endofcourse-2015.js,reading_endofcourse_2015,29,multiple-choice,Read these sentences. The days following tryouts for the wrestling team were a roller coaster ride for Ian. He had done his best at the tryouts and hoped the coaches would want him to wrestle on the varsity team. He worried over it for hours. The purpose of the figurative language in these sentences is to suggest that Ian--,"Read these sentences. <div class=""passage-innerbox"">The days following tryouts for the wrestling team were a roller coaster ride for Ian. He had done his best at the tryouts and hoped the coaches would want him to wrestle on the varsity team. He worried over it for hours.</div> The purpose of the figurative language in these sentences is to suggest that Ian--"
reading-endofcourse-2015.js,reading_endofcourse_2015,30,multiple-choice,The information in paragraph 2 supports the idea that Antarctic fish -,The information in paragraph 2 supports the idea that Antarctic fish -
reading-endofcourse-2015.js,reading_endofcourse_2015,31,multiple-choice,"Read these sentences from paragraph 3. The threadfin pithead, for instance, lives at depths of around 2,000 feet in the cold dark of the Antarctic seas. It is difficult to imagine a more adverse environment. These sentences suggest that the author--","Read these sentences from paragraph 3. <div class=""passage-innerbox"">The threadfin pithead, for instance, lives at depths of around 2,000 feet in the cold dark of the Antarctic seas. It is difficult to imagine a more adverse environment.</div> These sentences suggest that the author--"
reading-endofcourse-2015.js,reading_endofcourse_2015,32,multiple-choice,Read this sentence from paragraph 3. The slender fish spends its days swimming through the honeycombed channels of the icepack hunting krillsmall crustaceans-for its sustenance. The word sustenance means--,"Read this sentence from paragraph 3. <div class=""passage-innerbox"">The slender fish spends its days swimming through the honeycombed channels of the icepack hunting krillsmall crustaceans-for its <u>sustenance.</u></div> The word <u>sustenance</u> means--"
reading-endofcourse-2015.js,reading_endofcourse_2015,33,multiple-choice,Which statement best expresses the main idea of paragraph 3?,Which statement best expresses the main idea of paragraph 3?
reading-endofcourse-2015.js,reading_endofcourse_2015,34,multiple-choice,"In paragraph 6, the word salutary means--","In paragraph 6, the word salutary means--"
reading-endofcourse-2015.js,reading_endofcourse_2015,35,multiple-choice,The organizational structure of paragraph 6 is best described as -,The organizational structure of paragraph 6 is best described as -
reading-endofcourse-2015.js,reading_endofcourse_2015,36,multiple-choice,Which section would most likely describe future uses of the protein found in fish that live in below-freezing water?,Which section would most likely describe future uses of the protein found in fish that live in below-freezing water?
reading-endofcourse-2015.js,reading_endofcourse_2015,37,multiple-choice,How can the reader best tell that this is an expository selection?,How can the reader best tell that this is an expository selection?
reading-endofcourse-2015.js,reading_endofcourse_2015,38,multiple-choice,What is the author's most likely purpose for writing this selection?,What is the author's most likely purpose for writing this selection?
reading-endofcourse-2015.js,reading_endofcourse_2015,39,multiple-choice,"That advice helped keep my situation in perspective; I was polishing my craft, getting experience, and establishing myself as a talented writer. In this sentence from paragraph 1, the word polishing suggests--","<div class=""passage-innerbox"">That advice helped keep my situation in perspective; I was <u>polishing</u> my craft, getting experience, and establishing myself as a talented writer.</div> In this sentence from paragraph 1, the word <u>polishing</u> suggests--"
reading-endofcourse-2015.js,reading_endofcourse_2015,40,multiple-choice,Which set of statements provides the best summary of paragraphs 2-5?,Which set of statements provides the best summary of paragraphs 2-5?
reading-endofcourse-2015.js,reading_endofcourse_2015,41,multiple-choice,"Read this sentence from paragraph 5. The ticket was inscribed with the logo for KidsPop, the symphony orchestra's overt attempt to entice children away from video games and into the world of classical music. What does the word overt mean?","Read this sentence from paragraph 5. <div class=""passage-innerbox"">The ticket was inscribed with the logo for KidsPop, the symphony orchestra's overt attempt to entice children away from video games and into the world of classical music.</div> What does the word <u>overt</u> mean?"
reading-endofcourse-2015.js,reading_endofcourse_2015,42,multiple-choice,A quick scan of Saint-Saën's biography provided little assistance--the information was nearly incomprehensible to a beginner such as myself. The word incomprehensible from paragraph 6 contains a root word that means to--,"<div class=""passage-innerbox"">A quick scan of Saint-Saën's biography provided little assistance--the information was nearly incomprehensible to a beginner such as myself.</div> The word <u>incomprehensible</u> from paragraph 6 contains a root word that means to--"
reading-endofcourse-2015.js,reading_endofcourse_2015,43,multiple-choice,"Read this sentence from paragraph 10. Now came a contrast in tempo--the lumbering sluggishness of giant tortoises, painfully trudging along, step by laborious step. The author uses sensory language in this sentence in order to--","Read this sentence from paragraph 10. <div class=""passage-innerbox"">Now came a contrast in tempo--the lumbering sluggishness of giant tortoises, painfully trudging along, step by laborious step.</div> The author uses sensory language in this sentence in order to--"
reading-endofcourse-2015.js,reading_endofcourse_2015,44,multiple-choice,The fanfare and flourishes of the finale announced a farewell to our carnival. Which literary device does Jake use in this sentence from paragraph 13?,"<div class=""passage-innerbox"">The fanfare and flourishes of the finale announced a farewell to our carnival.</div> Which literary device does Jake use in this sentence from paragraph 13?"
reading-endofcourse-2015.js,reading_endofcourse_2015,45,multiple-choice,Jake's dismay over having to review a KidsPop concert affects the selection by--,Jake's dismay over having to review a KidsPop concert affects the selection by--
reading-endofcourse-2015.js,reading_endofcourse_2015,46,multiple-choice,Jake uses extensive animal imagery in the selection to suggest the music's--,Jake uses extensive animal imagery in the selection to suggest the music's--
reading-endofcourse-2015.js,reading_endofcourse_2015,47,multiple-choice,Which detail from the selection supports the concept that Jake is eager to do a good job reviewing the concert?,Which detail from the selection supports the concept that Jake is eager to do a good job reviewing the concert?
reading-endofcourse-2015.js,reading_endofcourse_2015,48,multiple-choice,The selection is told from Jakes point of view in order to emphasize his--,The selection is told from Jakes point of view in order to emphasize his--
reading-endofcourse-2015.js,reading_endofcourse_2015,49,multiple-choice,The author includes the illustration at the top of the selection to--,The author includes the illustration at the top of the selection to--
reading-endofcourse-2015.js,reading_endofcourse_2015,50,multiple-choice,The purpose of paragraph 2 is to--,The purpose of paragraph 2 is to--
reading-endofcourse-2015.js,reading_endofcourse_2015,51,multiple-choice,The author uses the source in paragraph 5 to--,The author uses the source in paragraph 5 to--
reading-endofcourse-2015.js,reading_endofcourse_2015,52,multiple-choice,The reader may conclude that computerized contact lenses will be most useful to people who--,The reader may conclude that computerized contact lenses will be most useful to people who--
reading-endofcourse-2015.js,reading_endofcourse_2015,53,multiple-choice,"Paragraph 8 suggests that in the future, computers will be embedded into contact lenses that--","Paragraph 8 suggests that in the future, computers will be embedded into contact lenses that--"
reading-endofcourse-2015.js,reading_endofcourse_2015,54,multiple-choice,The purpose of this selection is to--,The purpose of this selection is to--
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,1,multiple-choice,"In paragraph 1, the expression ""rhythm of their lives"" suggests that people's lives were filled with--","In paragraph 1, the expression ""rhythm of their lives"" suggests that people's lives were filled with--"
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,2,multiple-choice,"Based on paragraph 4, the reader can determine that the sundial was the first timekeeping device to--","Based on paragraph 4, the reader can determine that the sundial was the first timekeeping device to--"
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,3,multiple-choice,The main idea of paragraph 5 focuses on the concept that water clocks were--,The main idea of paragraph 5 focuses on the concept that water clocks were--
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,4,multiple-choice,This selection supports all these statements about timekeeping EXCEPT--,This selection supports all these statements about timekeeping EXCEPT--
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,5,multiple-choice,"Based on information in the selection, which statement represents the author's opinion?","Based on information in the selection, which statement represents the author's opinion?"
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,6,multiple-choice,Which tone is conveyed in paragraph 1?,Which tone is conveyed in paragraph 1?
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,7,multiple-choice,"Read this sentence from paragraph 3. That facade had evaporated when Jack enlisted, and, Ruth admitted, she liked herself more now than she had in the past. The author's word choice in this sentence highlights the idea that--","Read this sentence from paragraph 3. <div class=""passage-innerbox"">That facade had evaporated when Jack enlisted, and, Ruth admitted, she liked herself more now than she had in the past.</div> The author's word choice in this sentence highlights the idea that--"
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,8,multiple-choice,Why does the author include the flashback in paragraph 9?,Why does the author include the flashback in paragraph 9?
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,9,multiple-choice,The details in paragraph 13 contribute to the selection by--,The details in paragraph 13 contribute to the selection by--
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,10,multiple-choice,"In this selection, Vera's character is best described as a--","In this selection, Vera's character is best described as a--"
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,11,multiple-choice,The author organizes information in paragraph 1 using explanation most likely to--,The author organizes information in paragraph 1 using explanation most likely to--
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,12,multiple-choice,The reader can tell this article is expository because it--,The reader can tell this article is expository because it--
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,13,multiple-choice,How do scientists know that the canals were dry at times?,How do scientists know that the canals were dry at times?
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,14,multiple-choice,"Read this sentence from paragraph 5. There the salt hay, sawdust, and straw effaced the airborne tang of leather and glue from the nearby shoe factory and muted the call of the ragman. In this sentence, the word effaced means--","Read this sentence from paragraph 5. <div class=""passage-innerbox"">There the salt hay, sawdust, and straw <u>effaced</u> the airborne tang of leather and glue from the nearby shoe factory and muted the call of the ragman.</div> In this sentence, the word <u>effaced</u> means--"
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,15,multiple-choice,"Read this sentence from paragraph 7. Then in fifth grade, Lydia saw a city map and realized her entire world was the smallest finger of Boston's broad hand. The figurative language in the sentence impacts readers by helping them--","Read this sentence from paragraph 7. <div class=""passage-innerbox"">Then in fifth grade, Lydia saw a city map and realized her entire world was the smallest finger of Boston's broad hand.</div> The figurative language in the sentence impacts readers by helping them--"
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,16,multiple-choice,"Based on this story, the reader may best understand that Lydia--","Based on this story, the reader may best understand that Lydia--"
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,17,multiple-choice,"The author's use of a simile in paragraph 18 of ""Stone Age Skating Experience"" suggests that Greta--","The author's use of a simile in paragraph 18 of ""Stone Age Skating Experience"" suggests that Greta--"
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,18,multiple-choice,"Which sentence from ""History on Ice"" is least supported by details and would benefit from clarification?","Which sentence from ""History on Ice"" is least supported by details and would benefit from clarification?"
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,19,multiple-choice,Both selections express the idea that--,Both selections express the idea that--
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,20,multiple-choice,The imagery in lines 7-11 of the poem helps the reader--,The imagery in lines 7-11 of the poem helps the reader--
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,21,multiple-choice,"In line 21, the speaker uses the word ""lush"" when describing the patch of grass to--","In line 21, the speaker uses the word ""lush"" when describing the patch of grass to--"
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,22,multiple-choice,"In lines 29-33 of the poem, the poet's use of the rhetorical question suggests that the speaker--","In lines 29-33 of the poem, the poet's use of the rhetorical question suggests that the speaker--"
reading-endofcourse-practice-2024.js,reading_endofcourse_practice_2024,23,multiple-choice,The purpose of the imagery in the poem is most likely to —,The purpose of the imagery in the poem is most likely to —
reading-grade3-2015.js,reading_grade3_2015,1,multiple-choice,Another good title for this story would be--,Another good title for this story would be--
reading-grade3-2015.js,reading_grade3_2015,2,multiple-choice,Danielle keeps the cupcakes a secret by--,Danielle keeps the cupcakes a secret by--
reading-grade3-2015.js,reading_grade3_2015,3,multiple-choice,Complete this flow chart with the most appropriate answer for the empty box.,"Complete this flow chart with the most appropriate answer for the empty box. <br><img src=""images/question_3.png"" class=""question-image"" alt=""Image failed to load. Please try again later.""></img>"
reading-grade3-2015.js,reading_grade3_2015,4,multiple-choice,Danielle is pleased with the surprise most likely because she--,Danielle is pleased with the surprise most likely because she--
reading-grade3-2015.js,reading_grade3_2015,5,multiple-choice,What will Martin and Madison most likely do next?,What will Martin and Madison most likely do next?
reading-grade3-2015.js,reading_grade3_2015,6,multiple-choice,Which of these do the characters have in common?,Which of these do the characters have in common?
reading-grade3-2015.js,reading_grade3_2015,7,multiple-choice,"What is the root word in ""discovered""?","What is the root word in ""discovered""?"
reading-grade3-2015.js,reading_grade3_2015,8,multiple-choice,Some people eat seaweed all by itself because they most likely--,Some people eat seaweed all by itself because they most likely--
reading-grade3-2015.js,reading_grade3_2015,9,multiple-choice,"Based on the article, seaweed makes ice cream and yogurt--","Based on the article, seaweed makes ice cream and yogurt--"
reading-grade3-2015.js,reading_grade3_2015,10,multiple-choice,Which question is answered in the article?,Which question is answered in the article?
reading-grade3-2015.js,reading_grade3_2015,11,multiple-choice,The author wrote this article most likely to--,The author wrote this article most likely to--
reading-grade3-2015.js,reading_grade3_2015,12,multiple-choice,"In an Internet search about oceans, which website would most likely have information about where red seaweed grows?","In an Internet search about oceans, which website would most likely have information about where red seaweed grows?"
reading-grade3-2015.js,reading_grade3_2015,13,multiple-choice,"What makes the secret message appear in ""Lemony Letter""?","What makes the secret message appear in ""Lemony Letter""?"
reading-grade3-2015.js,reading_grade3_2015,14,multiple-choice,"In ""Mirror Message"" when the steam in the bathroom is gone, the message will most likely--","In ""Mirror Message"" when the steam in the bathroom is gone, the message will most likely--"
reading-grade3-2015.js,reading_grade3_2015,15,multiple-choice,"In step 3 of ""Mirror Message,"" what does the word invisible mean?","In step 3 of ""Mirror Message,"" what does the word <u>invisible</u> mean?"
reading-grade3-2015.js,reading_grade3_2015,16,multiple-choice,"""Lemony Letter"" and ""Mirror Message"" are alike because both--","""Lemony Letter"" and ""Mirror Message"" are alike because both--"
reading-grade3-2015.js,reading_grade3_2015,17,multiple-choice,"In ""Crazy Crayon,"" it is hard to see the message before painting over it because the message--","In ""Crazy Crayon,"" it is hard to see the message before painting over it because the message--"
reading-grade3-2015.js,reading_grade3_2015,18,multiple-choice,One reason to read the flier is to--,One reason to read the flier is to--
reading-grade3-2015.js,reading_grade3_2015,19,multiple-choice,The author puts numbers before some sentences in the flier to--,The author puts numbers before some sentences in the flier to--
reading-grade3-2015.js,reading_grade3_2015,20,multiple-choice,"Read this sentence and dictionary entry. In the winter, grocery stores charge too much for strawberries. charge (chärj) v. 1. To give orders. 2. To set as a price. 3. To fill up completely. 4. To rush forward.","Read this sentence and dictionary entry. <div class=""passage-innerbox""><b>In the winter, grocery stores <u>charge</u> too much for strawberries.</b></div> <div class=""passage-dicbox""><b>charge</b> (chärj) <i>v.</i> <b>1.</b> To give orders. <b>2.</b> To set as a price. <b>3.</b> To fill up completely. <b>4.</b> To rush forward.</div>"
reading-grade3-2015.js,reading_grade3_2015,21,multiple-select,Guide words: camera - cause Which two words would appear on the same page as these guide words?,"Guide words: <div class=""passage-innerbox"">camera - cause</div> <br>Which two words would appear on the same page as these guide words?"
reading-grade3-2015.js,reading_grade3_2015,22,multiple-choice,The title tells readers that a character in the story will most likely--,The title tells readers that a character in the story will most likely--
reading-grade3-2015.js,reading_grade3_2015,23,multiple-choice,Paragraph 5 is important to the story because it--,Paragraph 5 is important to the story because it--
reading-grade3-2015.js,reading_grade3_2015,24,multiple-choice,"After Evan and Mark find the map, they both feel--","After Evan and Mark find the map, they both feel--"
reading-grade3-2015.js,reading_grade3_2015,25,multiple-choice,Where does this story begin and end?,Where does this story begin and end?
reading-grade3-2015.js,reading_grade3_2015,26,multiple-choice,"Based on the story, where does the map first lead the boys?","Based on the story, where does the map first lead the boys? <br><img src=""images/question_26.png"" class=""question-image"" alt=""Image failed to load. Please try again later.""></img>"
reading-grade3-2015.js,reading_grade3_2015,27,multiple-choice,Which question is answered at the end of the story?,Which question is answered at the end of the story?
reading-grade3-2015.js,reading_grade3_2015,28,drag-drop,Place these words in alphabetical order.,Place these words in alphabetical order.
reading-grade3-2015.js,reading_grade3_2015,29,multiple-choice,"Based on paragraph 4, the reader can tell that-","Based on paragraph 4, the reader can tell that-"
reading-grade3-2015.js,reading_grade3_2015,30,multiple-choice,Paragraph 6 explains that one way ostriches keep themselves safe is by--,Paragraph 6 explains that one way ostriches keep themselves safe is by--
reading-grade3-2015.js,reading_grade3_2015,31,multiple-choice,What information can be learned by reading the chart at the end of the article?,What information can be learned by reading the chart at the end of the article?
reading-grade3-2015.js,reading_grade3_2015,32,multiple-choice,"Based on the article, one way the male leader is like the females in the herd is that he helps--","Based on the article, one way the male leader is like the females in the herd is that he helps--"
reading-grade3-2015.js,reading_grade3_2015,33,multiple-choice,The feathers of an ostrich help the bird--,The feathers of an ostrich help the bird--
reading-grade3-2015.js,reading_grade3_2015,34,multiple-choice,"Based on the article, what can the reader most likely tell about ostriches?","Based on the article, what can the reader most likely tell about ostriches?"
reading-grade3-2015.js,reading_grade3_2015,35,multiple-choice,"After looking at the title, the reader knows that this poem is about--","After looking at the title, the reader knows that this poem is about--"
reading-grade3-2015.js,reading_grade3_2015,36,multiple-choice,What does pause mean in line 13?,What does <u>pause</u> mean in line 13?
reading-grade3-2015.js,reading_grade3_2015,37,multiple-choice,"In lines 17-20, the speaker can best be described as--","In lines 17-20, the speaker can best be described as--"
reading-grade3-2015.js,reading_grade3_2015,38,multiple-choice,Where is the first place the speaker looks for the shoe?,Where is the first place the speaker looks for the shoe?
reading-grade3-2015.js,reading_grade3_2015,39,multiple-choice,"Based on the events in the poem, the shoe was most likely last worn--","Based on the events in the poem, the shoe was most likely last worn--"
reading-grade3-2015.js,reading_grade3_2015,40,multiple-choice,Which question is answered in the poem?,Which question is answered in the poem?
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,1,multiple-choice,The photograph in the article helps the reader understand —,The photograph in the article helps the reader understand —
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,2,multiple-choice,The cheetah's coat is most useful because it —,The cheetah's coat is most useful because it —
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,3,multiple-choice,One reason Kelly finishes in third place is because she —,One reason Kelly finishes in third place is because she —
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,4,multiple-choice,Who is telling this story?,Who is telling this story?
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,5,multiple-choice,Which sentence best states the theme of the story?,Which sentence best states the theme of the story?
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,6,multiple-choice,Which sentence best states the main idea of paragraph 1?,Which sentence best states the main idea of paragraph 1?
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,7,multiple-choice,Which heading best belongs above paragraph 2?,Which heading best belongs above paragraph 2?
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,8,multiple-choice,Which question is answered in paragraph 2?,Which question is answered in paragraph 2?
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,9,multiple-choice,Which word is an antonym for joined as used in paragraph 4?,Which word is an antonym for <u>joined</u> as used in paragraph 4?
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,10,multiple-choice,What does defend mean in paragraph 4?,What does <u>defend</u> mean in paragraph 4?
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,11,multiple-choice,The author wrote this article most likely to —,The author wrote this article most likely to —
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,12,multiple-choice,Which lines show the conflict in the poem?,Which lines show the conflict in the poem?
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,13,multiple-choice,The resolution in the poem happens as soon as the speaker —,The resolution in the poem happens as soon as the speaker —
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,14,multiple-choice,Which word best describes the speaker throughout the poem?,Which word best describes the speaker throughout the poem?
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,15,multiple-choice,Which question is answered in paragraph 2?,Which question is answered in paragraph 2?
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,16,multiple-choice,What is the main idea of paragraph 4?,What is the main idea of paragraph 4?
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,17,multiple-choice,Read this sentence from paragraph 5. Whole groups of sea otters may be seen floating together. Which word is a homophone for seen ?,"Read this sentence from paragraph 5. <div class=""passage-innerbox"">Whole groups of sea otters may be <u>seen</u> floating together.</div>Which word is a homophone for <u>seen</u>?"
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,18,multiple-choice,"Based on the article, the ocean is a perfect home for the sea otter because the —","Based on the article, the ocean is a perfect home for the sea otter because the —"
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,19,multiple-choice,"Based on the article, sea otters can swim well mainly because their —","Based on the article, sea otters can swim well mainly because their —"
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,20,multiple-choice,"Based on the article, a sea otter finds its favorite foods —","Based on the article, a sea otter finds its favorite foods —"
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,21,multiple-choice,One purpose of the sea otter's chest is to help the animal —,One purpose of the sea otter's chest is to help the animal —
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,22,multiple-choice,The author uses headings in the article most likely to —,The author uses headings in the article most likely to —
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,23,multiple-choice,"Based on the article, what may happen if a sea otter rests far from seaweed?","Based on the article, what may happen if a sea otter rests far from seaweed?"
reading-grade3-practice-2024.js,reading_endofcourse_practice_2024,24,multiple-choice,Bonnie and Steve are proud in the beginning of the poem because they each —,Bonnie and Steve are proud in the beginning of the poem because they each —
