qid,test_id,source_file,type,question_text,word_count,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
39,science_biology_2015,science-biology-2015.js,multiple-choice,"After 24 hours, the amount of gas that accumulated at the top of the inverted test tube is measured. The students conclude that the light source is causing the water to evaporate, causing water vapor to fill the top of the tube. The best alternative explanation of the differences between the setups is that the —",27,4,0.9687209,0.288577675819397,0:0.0045|1:0.0045|2:0.0045|3:0.0045|4:0.9687|5:0.0045|6:0.0045|7:0.0045
40,science_biology_2015,science-biology-2015.js,drag-drop,This table was found in a journal of student research. What are the independent and dependent variables in this investigation?,9,0,0.91245824,0.6739713549613953,0:0.9125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
41,science_biology_2015,science-biology-2015.js,multiple-choice,Scientists classifying modern animals are most likely to compare the —,6,7,0.87495095,0.8947592973709106,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8750
42,science_biology_2015,science-biology-2015.js,multiple-choice,Which feature do viruses have in common with animal cells?,5,5,0.8540888,1.0091373920440674,0:0.0208|1:0.0208|2:0.0208|3:0.0208|4:0.0208|5:0.8541|6:0.0208|7:0.0209
43,science_biology_2015,science-biology-2015.js,multiple-choice,"According to this diagram, the result of spermatogenesis is four sperm cells, each with —",7,3,0.890514,0.805729329586029,0:0.0156|1:0.0156|2:0.0156|3:0.8905|4:0.0156|5:0.0156|6:0.0156|7:0.0157
44,science_biology_2015,science-biology-2015.js,multiple-choice,A group of ponies lives in the Chincoteague National Wildlife Reserve in Virginia. The development of longer legs over time would be selected for if —,14,5,0.94165176,0.4846572279930115,0:0.0083|1:0.0083|2:0.0083|3:0.0083|4:0.0083|5:0.9417|6:0.0083|7:0.0083
45,science_biology_2015,science-biology-2015.js,multiple-choice,One parent is heterozygous for a certain trait (Dd). The other parent is homozygous dominant (DD) for that trait. What is the percent chance that an offspring from this cross will be heterozygous?,14,6,0.94165653,0.4846246540546417,0:0.0083|1:0.0083|2:0.0083|3:0.0083|4:0.0083|5:0.0083|6:0.9417|7:0.0083
46,science_biology_2015,science-biology-2015.js,multiple-choice,Which trial in the table of data shown has questionable data?,6,1,0.8748496,0.8953278064727783,0:0.0179|1:0.8748|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
1,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,A student measures the mass of a 1.00 g aluminum rod as 0.99 g. The best estimate of the percent error associated with this measurement is —,11,1,0.92705595,0.5815951228141785,0:0.0104|1:0.9271|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.0104
2,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,The most efficient way to determine whether a reaction is an exothermic chemical reaction is to use —,9,3,0.9124637,0.6739377975463867,0:0.0125|1:0.0125|2:0.0125|3:0.9125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
3,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,2Al(C₂H₃O₂)₃ + 3Ba(SO₄) → Al₂(SO₄)₃ + 3Ba(C₂H₃O₂)₂ Which type of chemical reaction does this equation represent?,9,7,0.9124386,0.6740935444831848,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.9124
4,science_chemistry_2015,science-chemistry-2015.js,free-response,What is the oxidation number of an oxide ion?,4,7,0.824982,1.1603937149047852,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.8250
5,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,What is the molarity of a solution with 0.2 moles of potassium permanganate (KMnO₄) dissolved in enough water to make a 500.0 mL solution?,11,5,0.92705333,0.5816121101379395,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.0104|5:0.9271|6:0.0104|7:0.0104
6,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"When 92.0 g of ethanol (C₂H₅OH) are vaporized at its boiling point of 78.3°C, it requires 78.6 kJ of energy. What is the approximate molar heat of vaporization of ethanol in kJ/mol?",13,6,0.9374792,0.5128896832466125,0:0.0089|1:0.0089|2:0.0089|3:0.0089|4:0.0089|5:0.0089|6:0.9375|7:0.0089
7,science_chemistry_2015,science-chemistry-2015.js,free-response,What is the density (in g/mL) of an aqueous solution that has a mass of 10.081 g and 12.5 mL? Your answer must use significant digits.,9,1,0.91246027,0.6739593744277954,0:0.0125|1:0.9125|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
8,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"Which element has 16 neutrons, 15 protons, and 15 electrons?",4,7,0.8249483,1.1605637073516846,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.8249
9,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Al( s ) + 3AgNO₃( aq ) → Al(NO₃)₃( aq ) + 3Ag( s ) This equation represents which type of chemical reaction?,7,2,0.8905199,0.805695116519928,0:0.0156|1:0.0156|2:0.8905|3:0.0157|4:0.0156|5:0.0156|6:0.0156|7:0.0157
10,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"In the formula for barium chloride, (BaCl₂), barium (Ba) is written first because it is —",7,3,0.89058375,0.8053231239318848,0:0.0156|1:0.0156|2:0.0156|3:0.8906|4:0.0156|5:0.0156|6:0.0156|7:0.0156
11,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which of these laboratory techniques is best to separate a solid from a liquid to recover the liquid?,8,3,0.9027101,0.7334730625152588,0:0.0139|1:0.0139|2:0.0139|3:0.9027|4:0.0139|5:0.0139|6:0.0139|7:0.0139
12,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which of these is NOT required to ensure that stock solutions are free of contamination?,6,6,0.8749678,0.8946644067764282,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8750|7:0.0179
13,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which of these values is most responsible for changing the boiling and freezing points of a solvent?,7,4,0.8905961,0.805250883102417,0:0.0156|1:0.0156|2:0.0156|3:0.0156|4:0.8906|5:0.0156|6:0.0156|7:0.0156
14,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,What is the name of the compound with the formula NH₄NO₃?,4,3,0.8249103,1.1607553958892822,0:0.0250|1:0.0250|2:0.0250|3:0.8249|4:0.0250|5:0.0250|6:0.0250|7:0.0250
15,science_chemistry_2015,science-chemistry-2015.js,free-response,Calculate the number of moles of Li₃PO₄ in 2.2 L of a 0.60 M Li₃PO₄ solution.,6,5,0.8749393,0.894824743270874,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.8749|6:0.0179|7:0.0179
16,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,N₂ + 3F₂ ⇌ 2NF₃ Equilibrium has been reached for the reaction shown. Which conclusion is correct?,7,3,0.89056313,0.8054431080818176,0:0.0156|1:0.0156|2:0.0156|3:0.8906|4:0.0156|5:0.0156|6:0.0156|7:0.0156
17,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"If 89.6 joules of heat are needed to heat 20.0 grams of iron from 30.0°C to 40.0°C, what is the specific heat of the iron in J/(g·°C)?",9,3,0.91249067,0.6737712621688843,0:0.0125|1:0.0125|2:0.0125|3:0.9125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
18,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which of the four substances on this pH scale is slightly basic?,5,7,0.85411924,1.008974313735962,0:0.0208|1:0.0208|2:0.0208|3:0.0208|4:0.0208|5:0.0208|6:0.0208|7:0.8541
19,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which element will most likely form covalent bonds with fluorine?,6,3,0.8749006,0.8950418829917908,0:0.0179|1:0.0179|2:0.0179|3:0.8749|4:0.0179|5:0.0179|6:0.0179|7:0.0179
20,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,The physical process of evaporation involves —,4,7,0.82495457,1.1605322360992432,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.8250
21,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,___C₂H₄ + ___O₂ → ___CO₂ + ___H₂O How many moles of O₂ are in the chemical equation when balanced using the lowest whole numbers?,12,3,0.9326408,0.5450917482376099,0:0.0096|1:0.0096|2:0.0096|3:0.9326|4:0.0096|5:0.0096|6:0.0096|7:0.0096
22,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"While English physicist J. J. Thomson was carrying out experiments on cathode rays, he was able to determine that the rays consisted of particles he called ""corpuscles."" These particles were later named —",17,2,0.9513829,0.4169785976409912,0:0.0069|1:0.0069|2:0.9514|3:0.0069|4:0.0069|5:0.0069|6:0.0069|7:0.0069
23,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"In the Haber process, nitrogen (N₂) and hydrogen (H₂) are directly combined to form ammonia (NH₃). Which illustration contains the stoichiometric quantities of the reactants for this reaction?",15,3,0.9452892,0.45967328548431396,0:0.0078|1:0.0078|2:0.0078|3:0.9453|4:0.0078|5:0.0078|6:0.0078|7:0.0078
24,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"A beaker of water is placed in a large sealed jar that is attached to a vacuum pump. As air is pumped out of the jar, the water begins to boil because —",15,1,0.9452911,0.4596600830554962,0:0.0078|1:0.9453|2:0.0078|3:0.0078|4:0.0078|5:0.0078|6:0.0078|7:0.0078
25,science_chemistry_2015,science-chemistry-2015.js,multiple-select,"According to the periodic table of the elements, which elements belong to the same period?",7,5,0.8905611,0.8054550290107727,0:0.0156|1:0.0156|2:0.0156|3:0.0157|4:0.0156|5:0.8906|6:0.0156|7:0.0156
26,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,How many moles are in 2.04 × 10²⁴ molecules of H₂O?,4,2,0.824942,1.1605960130691528,0:0.0250|1:0.0250|2:0.8249|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
27,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,What is the name for FeCl₃ using the IUPAC nomenclature rules?,6,7,0.8749588,0.8947149515151978,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8750
28,science_chemistry_2015,science-chemistry-2015.js,free-response,An expandable container of oxygen gas has a volume of 125 mL at a temperature of 25.0°C. What volume will the gas occupy at 55.0°C?,9,0,0.91247123,0.6738914847373962,0:0.9125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
29,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which of these correctly describes how organic catalysts operate in biological reactions?,7,1,0.8905661,0.805425763130188,0:0.0156|1:0.8906|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.0157|7:0.0156
30,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,What volume will 35.9 g of hydrogen gas (H₂) occupy at STP?,5,0,0.85411865,1.0089776515960693,0:0.8541|1:0.0208|2:0.0208|3:0.0208|4:0.0208|5:0.0209|6:0.0208|7:0.0208
31,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"___Ca(NO₃)₂ + H₃PO₄ → ___Ca₃(PO₄)₂ + ___HNO₃ When this equation is balanced, the coefficient in front of H₃PO₄ is —",9,3,0.9124926,0.6737593412399292,0:0.0125|1:0.0125|2:0.0125|3:0.9125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
32,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Increasing the volume of a sealed container will cause the gas particles within the container to —,9,6,0.9124203,0.6742067933082581,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.9124|7:0.0125
33,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"Each of four groups of students determined and recorded the melting point of a solid compound. If the actual melting point is 113°C, which group had the best precision?",15,5,0.94528127,0.4597281813621521,0:0.0078|1:0.0078|2:0.0078|3:0.0078|4:0.0078|5:0.9453|6:0.0078|7:0.0078
34,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Consider any set of three adjacent elements in the same period on the periodic table. For which characteristic is the average for the three elements always equal to the value of the middle element?,17,3,0.9513665,0.41709575057029724,0:0.0070|1:0.0069|2:0.0069|3:0.9514|4:0.0069|5:0.0069|6:0.0069|7:0.0069
35,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,A substance has a molecular formula of C₈H₁₀N₄O₂. The empirical formula is —,6,1,0.87494016,0.8948198556900024,0:0.0179|1:0.8749|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
36,science_chemistry_2015,science-chemistry-2015.js,drag-drop,Create the formula for diboron trioxide using the symbols provided.,7,7,0.8905795,0.8053474426269531,0:0.0156|1:0.0156|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.8906
37,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,What is the name for the compound AlI₃?,3,4,0.7811576,1.3724162578582764,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.7812|5:0.0313|6:0.0313|7:0.0313
38,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,2C₄H₁₀ + 13O₂ → 8CO₂ + 10H₂O How many moles of carbon dioxide (CO₂) are produced when reacting 6.00 moles of butane (C₄H₁₀) in excess oxygen (O₂)?,15,2,0.94530064,0.459594190120697,0:0.0078|1:0.0078|2:0.9453|3:0.0078|4:0.0078|5:0.0078|6:0.0078|7:0.0078
39,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Which structure represents a nonpolar molecule?,4,2,0.8249477,1.1605665683746338,0:0.0250|1:0.0250|2:0.8249|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
40,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Using only one trial to collect data in an experiment —,6,6,0.8748955,0.8950703144073486,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8749|7:0.0179
41,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,A common product of acid-base neutralization reactions is —,5,5,0.8541279,1.0089281797409058,0:0.0208|1:0.0208|2:0.0208|3:0.0208|4:0.0208|5:0.8541|6:0.0208|7:0.0208
42,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"Based on the information provided, which solution is a base and a weak electrolyte?",7,2,0.89053506,0.8056069612503052,0:0.0157|1:0.0156|2:0.8905|3:0.0156|4:0.0156|5:0.0157|6:0.0156|7:0.0156
43,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,What is the half-life of Americium-242?,2,6,0.7083126,1.6897614002227783,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.7083|7:0.0417
44,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,Two electrons are shared equally in bromine (Br₂). What type of bond is represented between the bromine atoms in this Lewis structure?,13,4,0.93748164,0.5128727555274963,0:0.0089|1:0.0089|2:0.0089|3:0.0089|4:0.9375|5:0.0089|6:0.0089|7:0.0089
45,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,A student is studying the effects of several solutions on the prevention of the browning of apples. The student used solutions having different pH values and immersed three apple slices in equal volumes of each of the solutions. Which of these is the independent variable in this investigation?,23,3,0.9635214,0.32831478118896484,0:0.0052|1:0.0052|2:0.0052|3:0.9635|4:0.0052|5:0.0052|6:0.0052|7:0.0052
46,science_chemistry_2015,science-chemistry-2015.js,multiple-choice,"An experiment produced 0.10 g CO₂ with a volume of 0.056 L at STP. If the accepted density of CO₂ at STP is 1.96 g/L, what is the approximate percent error?",12,5,0.93265224,0.5450161695480347,0:0.0096|1:0.0096|2:0.0096|3:0.0096|4:0.0096|5:0.9327|6:0.0096|7:0.0096
1,science_earth_sci_2015,science-earth-sci-2015.js,multiple-choice,The fossil at point X has been dated to be 65 million years old. What can relative dating indicate about the fossil at point Y?,11,2,0.9270758,0.581466555595398,0:0.0104|1:0.0104|2:0.9271|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.0104
2,science_earth_sci_2015,science-earth-sci-2015.js,multiple-choice,The highest and lowest tides are known as the spring tides. When do these tides occur?,8,3,0.90274674,0.7332521677017212,0:0.0139|1:0.0139|2:0.0139|3:0.9027|4:0.0139|5:0.0139|6:0.0139|7:0.0139
3,science_earth_sci_2015,science-earth-sci-2015.js,multiple-choice,Which best describes the area shown in this aerial photograph?,6,0,0.8748632,0.8952516317367554,0:0.8749|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
4,science_earth_sci_2015,science-earth-sci-2015.js,multiple-choice,The moon has a stronger influence on Earth's tides than the sun because the moon —,7,3,0.8906071,0.8051868677139282,0:0.0156|1:0.0156|2:0.0156|3:0.8906|4:0.0156|5:0.0156|6:0.0156|7:0.0156
